START_DATE,END_DATE,LEDGER,COST_ORGANIZATION,ITEM_NUMBER,ITEM_DESCRIPTION,CALENDAR_CODE,PERIOD_CODE,COST_MTHD_CODE,SOURCE_DESC,ORGANIZATION_CODE,REFERENCE,COST_CMPNTCLS_CODE,COST_ANALYSIS_CODE,COST_AMT,TRANS_QTY,AMOUNT,CURRENCY_CODE,PRIMARY_UOM_CODE,SUPPLIER_ORG,TRANS_DATE,PO_NUMBER,RATE,INVOICE_NUM,VENDOR_NAME,VENDOR_SITE_CODE,CUR_ORG,ITEM_TYPE
,,,,04-022,Product 04XXXX,,,,Batch Resource Cost,NAD,,MAT,,620168.3516,4590,775821089.14,VND,,,30/06/2024,,,,,,,FG
,,,,05-011,Product 05XXXX,,,,Batch Material Cost,NAD,,MAT,,56821.3591,2606,88392213.16,VND,,,30/06/2024,,,,,,,FG
,,,,05-024,Product 05XXXX,,,,Batch Resource Cost,NAD,,MAT,,253084.9824,981,202640748.01,VND,,,30/06/2024,,,,,,,FG
,,,,06-010,Product 06XXXX,,,,Batch Material Cost,NAD,,MAT,,122085.2166,659,128271203.86,VND,,,30/06/2024,,,,,,,FG
,,,,06-013,Product 06XXXX,,,,Unit Cost Adjustments,NAD,,MAT,,70924.9296,356,108777093.62,VND,,,30/06/2024,,,,,,,FG
,,,,07-005,Product 07PROU,,,,Value Adjustments,NAD,,MAT,,33694.8625,4578,77420919.52,VND,,,30/06/2024,,,,,,,FG
,,,,07-017,Product 07PROU,,,,Batch Material Cost,NAD,,MAT,,311378.042,4251,740160153.53,VND,,,30/06/2024,,,,,,,FG
,,,,07-010,Product 07XXXX,,,,Batch Resource Cost,NAD,,MAT,,120495.0886,3814,129316858.59,VND,,,30/06/2024,,,,,,,FG
,,,,07-002,Product 07XXXX,,,,Batch Material Cost,NAD,,MAT,,118572.6007,4012,168255207.68,VND,,,30/06/2024,,,,,,,FG
,,,,08-003,Product 08XXXX,,,,Batch Material Cost,NAD,,MAT,,262247.6964,1076,617157138.92,VND,,,30/06/2024,,,,,,,FG
,,,,08-016,Product 08XXXX,,,,Batch Resource Cost,NAD,,MAT,,49369.6385,346,83691974.11,VND,,,30/06/2024,,,,,,,FG
,,,,01-009,Product 01XXXX,,,,Batch Material Cost,TSD,,MAT,,332670.9946,4796,447524410.32,VND,,,30/06/2024,,,,,,,FG
,,,,01-022,Product 01XXXX,,,,Value Adjustments,TSD,,MAT,,147128.7443,2208,321151404.63,VND,,,30/06/2024,,,,,,,FG
,,,,02-013,Product 02XXXX,,,,Batch Resource Cost,TSD,,MAT,,193885.142,3910,439103782.4,VND,,,30/06/2024,,,,,,,FG
,,,,02-007,Product 02XXXX,,,,Batch Material Cost,TSD,,MAT,,350133.7401,3134,419424583.12,VND,,,30/06/2024,,,,,,,FG
,,,,03-023,Product 03XXXX,,,,Batch Material Cost,TSD,,MAT,,71214.5339,482,157418492.57,VND,,,30/06/2024,,,,,,,FG
,,,,03-006,Product 03XXXX,,,,Unit Cost Adjustments,TSD,,MAT,,324593.033,4312,327503722.34,VND,,,30/06/2024,,,,,,,FG
,,,,04-016,Product 04XXXX,,,,Batch Resource Cost,TSD,,MAT,,155869.0726,3069,256202261.67,VND,,,30/06/2024,,,,,,,FG
,,,,04-026,Product 04XXXX,,,,Unit Cost Adjustments,TSD,,MAT,,102546.9114,2809,112733970.45,VND,,,30/06/2024,,,,,,,FG
,,,,05-002,Product 05XXXX,,,,Batch Resource Cost,TSD,,MAT,,180389.9963,1289,263936949.5,VND,,,30/06/2024,,,,,,,FG
,,,,05-016,Product 05XXXX,,,,Batch Material Cost,TSD,,MAT,,109425.0266,1011,183280156.05,VND,,,30/06/2024,,,,,,,FG
,,,,06-024,Product 06XXXX,,,,Batch Material Cost,TSD,,MAT,,276397.3672,3841,344707296.23,VND,,,30/06/2024,,,,,,,FG
,,,,06-013,Product 06XXXX,,,,Batch Resource Cost,TSD,,MAT,,379823.8582,4811,361469890.31,VND,,,30/06/2024,,,,,,,FG
,,,,07-011,Product 07PROU,,,,Batch Resource Cost,TSD,,MAT,,207088.2236,1540,480709263.15,VND,,,30/06/2024,,,,,,,FG
,,,,07-016,Product 07PROU,,,,Batch Material Cost,TSD,,MAT,,354831.0944,1249,332175897.71,VND,,,30/06/2024,,,,,,,FG
,,,,07-011,Product 07XXXX,,,,Batch Material Cost,TSD,,MAT,,704938.4633,3988,585978463.99,VND,,,30/06/2024,,,,,,,FG
,,,,07-022,Product 07XXXX,,,,Unit Cost Adjustments,TSD,,MAT,,271304.0748,1064,286476972.1,VND,,,30/06/2024,,,,,,,FG
,,,,08-004,Product 08XXXX,,,,Batch Material Cost,TSD,,MAT,,274121.9728,4506,261014648.24,VND,,,30/06/2024,,,,,,,FG
,,,,08-020,Product 08XXXX,,,,Batch Resource Cost,TSD,,MAT,,241520.6371,1461,318378514.78,VND,,,30/06/2024,,,,,,,FG
,,,,01-015,Product 01XXXX,,,,Batch Resource Cost,GKD,,MAT,,93262.4837,1960,172314737.07,VND,,,30/06/2024,,,,,,,FG
,,,,01-021,Product 01XXXX,,,,Batch Material Cost,GKD,,MAT,,189835.6135,1383,199787064.26,VND,,,30/06/2024,,,,,,,FG
,,,,02-001,Product 02XXXX,,,,Batch Material Cost,GKD,,MAT,,51105.4778,2438,101959819.9,VND,,,30/06/2024,,,,,,,FG
,,,,02-001,Product 02XXXX,,,,Batch Resource Cost,GKD,,MAT,,83890.615,3814,183708791.16,VND,,,30/06/2024,,,,,,,FG
,,,,03-026,Product 03XXXX,,,,Batch Material Cost,GKD,,MAT,,19803.8945,4583,46541067.19,VND,,,30/06/2024,,,,,,,FG
,,,,03-016,Product 03XXXX,,,,Batch Resource Cost,GKD,,MAT,,172215.7201,4582,417552010.77,VND,,,30/06/2024,,,,,,,FG
,,,,04-026,Product 04XXXX,,,,Batch Resource Cost,GKD,,MAT,,264698.8908,4795,613423600.91,VND,,,30/06/2024,,,,,,,FG
,,,,04-003,Product 04XXXX,,,,Batch Material Cost,GKD,,MAT,,286979.2306,3620,371416533.59,VND,,,30/06/2024,,,,,,,FG
,,,,05-027,Product 05XXXX,,,,Unit Cost Adjustments,GKD,,MAT,,478544.5796,4339,879866970.27,VND,,,30/06/2024,,,,,,,FG
,,,,05-019,Product 05XXXX,,,,Batch Material Cost,GKD,,MAT,,234305.6357,3017,519813965.68,VND,,,30/06/2024,,,,,,,FG
,,,,06-001,Product 06XXXX,,,,Batch Material Cost,GKD,,MAT,,134520.5187,571,240841117.09,VND,,,30/06/2024,,,,,,,FG
,,,,06-018,Product 06XXXX,,,,Batch Resource Cost,GKD,,MAT,,42459.9836,4759,66214526.77,VND,,,30/06/2024,,,,,,,FG
,,,,07-005,Product 07PROU,,,,Batch Material Cost,GKD,,MAT,,245222.7073,166,371640922.45,VND,,,30/06/2024,,,,,,,FG
,,,,07-013,Product 07PROU,,,,Batch Resource Cost,GKD,,MAT,,356432.1382,1824,805487471.06,VND,,,30/06/2024,,,,,,,FG
,,,,07-029,Product 07XXXX,,,,Batch Material Cost,GKD,,MAT,,221296.0802,2603,503235252.01,VND,,,30/06/2024,,,,,,,FG
,,,,07-025,Product 07XXXX,,,,Batch Resource Cost,GKD,,MAT,,144526.7895,1605,354318669.48,VND,,,30/06/2024,,,,,,,FG
,,,,08-016,Product 08XXXX,,,,Batch Material Cost,GKD,,MAT,,650438.866,1016,725946485.88,VND,,,30/06/2024,,,,,,,FG
,,,,08-018,Product 08XXXX,,,,Batch Resource Cost,GKD,,MAT,,226998.7757,3233,478602329.7,VND,,,30/06/2024,,,,,,,FG
,,,,01-010,Product 01XXXX,,,,Batch Material Cost,DND,,MAT,,298315.9464,790,604379383.41,VND,,,30/06/2024,,,,,,,FG
,,,,01-002,Product 01XXXX,,,,Unit Cost Adjustments,DND,,MAT,,405626.6767,2628,868829972.59,VND,,,30/06/2024,,,,,,,FG
,,,,02-025,Product 02XXXX,,,,Batch Material Cost,DND,,MAT,,237637.6908,4612,345304980.81,VND,,,30/06/2024,,,,,,,FG
,,,,02-020,Product 02XXXX,,,,Batch Resource Cost,DND,,MAT,,336894.738,1195,721415957.31,VND,,,30/06/2024,,,,,,,FG
,,,,03-010,Product 03XXXX,,,,Batch Material Cost,DND,,MAT,,39702.521,1856,98528490.36,VND,,,30/06/2024,,,,,,,FG
,,,,03-020,Product 03XXXX,,,,Batch Resource Cost,DND,,MAT,,74949.649,4582,92142814.55,VND,,,30/06/2024,,,,,,,FG
,,,,04-025,Product 04XXXX,,,,Batch Material Cost,DND,,MAT,,565737.8257,4368,698061152.68,VND,,,30/06/2024,,,,,,,FG
,,,,04-014,Product 04XXXX,,,,Batch Resource Cost,DND,,MAT,,104592.312,4163,229748568.85,VND,,,30/06/2024,,,,,,,FG
,,,,05-028,Product 05XXXX,,,,Batch Material Cost,DND,,MAT,,266003.5578,2489,337068078.29,VND,,,30/06/2024,,,,,,,FG
,,,,05-001,Product 05XXXX,,,,Batch Resource Cost,DND,,MAT,,73667.0969,3181,136868919.63,VND,,,30/06/2024,,,,,,,FG
,,,,06-001,Product 06XXXX,,,,Batch Material Cost,DND,,MAT,,398943.7652,3958,746727698.78,VND,,,30/06/2024,,,,,,,FG
,,,,06-017,Product 06XXXX,,,,Batch Resource Cost,DND,,MAT,,292775.3428,3087,294025710.09,VND,,,30/06/2024,,,,,,,FG
,,,,07-023,Product 07PROU,,,,Batch Material Cost,DND,,MAT,,341796.9722,2664,385009552.14,VND,,,30/06/2024,,,,,,,FG
,,,,07-019,Product 07PROU,,,,Unit Cost Adjustments,DND,,MAT,,664095.1807,1561,663993788.93,VND,,,30/06/2024,,,,,,,FG
,,,,07-021,Product 07XXXX,,,,Batch Material Cost,DND,,MAT,,248965.3798,1269,273951528.95,VND,,,30/06/2024,,,,,,,FG
,,,,07-015,Product 07XXXX,,,,Value Adjustments,DND,,MAT,,355852.5325,3596,751442595.73,VND,,,30/06/2024,,,,,,,FG
,,,,08-020,Product 08XXXX,,,,Batch Material Cost,DND,,MAT,,578509.0149,2291,704030903.42,VND,,,30/06/2024,,,,,,,FG
,,,,08-013,Product 08XXXX,,,,Batch Resource Cost,DND,,MAT,,40740.8533,4011,99194735.28,VND,,,30/06/2024,,,,,,,FG
,,,,01-009,Product 01XXXX,,,,Batch Material Cost,SBD,,MAT,,228280.1974,4684,327328707.21,VND,,,30/06/2024,,,,,,,FG
,,,,01-013,Product 01XXXX,,,,Unit Cost Adjustments,SBD,,MAT,,175987.2266,1140,313380730.3,VND,,,30/06/2024,,,,,,,FG
,,,,02-018,Product 02XXXX,,,,Batch Material Cost,SBD,,MAT,,319457.1046,2384,756309252.83,VND,,,30/06/2024,,,,,,,FG
,,,,02-013,Product 02XXXX,,,,Batch Resource Cost,SBD,,MAT,,64259.794,3955,149066884.29,VND,,,30/06/2024,,,,,,,FG
,,,,03-017,Product 03XXXX,,,,Batch Material Cost,SBD,,MAT,,640483.1755,2071,642923194.52,VND,,,30/06/2024,,,,,,,FG
,,,,03-022,Product 03XXXX,,,,Batch Resource Cost,SBD,,MAT,,409718.3334,3342,430478808.74,VND,,,30/06/2024,,,,,,,FG
,,,,04-027,Product 04XXXX,,,,Batch Resource Cost,SBD,,MAT,,383071.8511,353,617085180.11,VND,,,30/06/2024,,,,,,,FG
,,,,04-017,Product 04XXXX,,,,Batch Material Cost,SBD,,MAT,,38466.7538,4737,81641534.35,VND,,,30/06/2024,,,,,,,FG
,,,,05-013,Product 05XXXX,,,,Batch Material Cost,SBD,,MAT,,458036.6332,3459,632991942.48,VND,,,30/06/2024,,,,,,,FG
,,,,05-024,Product 05XXXX,,,,Batch Resource Cost,SBD,,MAT,,309385.264,253,525113601.6,VND,,,30/06/2024,,,,,,,FG
,,,,06-003,Product 06XXXX,,,,Unit Cost Adjustments,SBD,,MAT,,104993.5727,3626,249901470.38,VND,,,30/06/2024,,,,,,,FG
,,,,06-007,Product 06XXXX,,,,Batch Material Cost,SBD,,MAT,,239529.9804,949,492798649.3,VND,,,30/06/2024,,,,,,,FG
,,,,07-025,Product 07PROU,,,,Batch Resource Cost,SBD,,MAT,,333719.5784,4454,308025619.77,VND,,,30/06/2024,,,,,,,FG
,,,,07-019,Product 07PROU,,,,Batch Material Cost,SBD,,MAT,,286484.6049,1488,559449500.61,VND,,,30/06/2024,,,,,,,FG
,,,,07-014,Product 07XXXX,,,,Batch Material Cost,SBD,,MAT,,452270.1063,3623,857514958.6,VND,,,30/06/2024,,,,,,,FG
,,,,07-019,Product 07XXXX,,,,Batch Resource Cost,SBD,,MAT,,759263.7804,4418,615833687.57,VND,,,30/06/2024,,,,,,,FG
,,,,08-023,Product 08XXXX,,,,Batch Material Cost,SBD,,MAT,,297482.8241,1150,265977798.98,VND,,,30/06/2024,,,,,,,FG
,,,,08-019,Product 08XXXX,,,,Batch Resource Cost,SBD,,MAT,,270232.0734,1429,510094883.36,VND,,,30/06/2024,,,,,,,FG
,,,,01-023,Product 01XXXX,,,,Batch Material Cost,VND,,MAT,,600520.5589,2734,536347719.85,VND,,,30/06/2024,,,,,,,FG
,,,,01-022,Product 01XXXX,,,,Batch Resource Cost,VND,,MAT,,264459.036,1260,574151967.48,VND,,,30/06/2024,,,,,,,FG
,,,,02-028,Product 02XXXX,,,,Batch Resource Cost,VND,,MAT,,511590.3837,1195,590737637.89,VND,,,30/06/2024,,,,,,,FG
,,,,02-026,Product 02XXXX,,,,Batch Material Cost,VND,,MAT,,104217.2484,4418,112417470.67,VND,,,30/06/2024,,,,,,,FG
,,,,03-001,Product 03XXXX,,,,Batch Material Cost,VND,,MAT,,145601.4973,519,191391505.28,VND,,,30/06/2024,,,,,,,FG
,,,,03-028,Product 03XXXX,,,,Batch Resource Cost,VND,,MAT,,175095.9453,1540,178233616.24,VND,,,30/06/2024,,,,,,,FG
,,,,04-016,Product 04XXXX,,,,Batch Material Cost,VND,,MAT,,619564.1006,2603,510959488.87,VND,,,30/06/2024,,,,,,,FG
,,,,04-007,Product 04XXXX,,,,Value Adjustments,VND,,MAT,,240204.1061,628,546074079.99,VND,,,30/06/2024,,,,,,,FG
,,,,05-022,Product 05XXXX,,,,Batch Material Cost,VND,,MAT,,516407.4677,2688,710512040.6,VND,,,30/06/2024,,,,,,,FG
,,,,05-003,Product 05XXXX,,,,Batch Resource Cost,VND,,MAT,,274864.8077,3674,651529459.03,VND,,,30/06/2024,,,,,,,FG
,,,,06-006,Product 06XXXX,,,,Batch Resource Cost,VND,,MAT,,251811.1133,327,600692843.87,VND,,,30/06/2024,,,,,,,FG
,,,,06-014,Product 06XXXX,,,,Batch Material Cost,VND,,MAT,,251763.3811,1334,605761611.53,VND,,,30/06/2024,,,,,,,FG
,,,,07-001,Product 07PROU,,,,Batch Resource Cost,VND,,MAT,,433491.1072,4455,541052929.55,VND,,,30/06/2024,,,,,,,FG
,,,,07-028,Product 07PROU,,,,Batch Material Cost,VND,,MAT,,495834.5807,169,568128305.7,VND,,,30/06/2024,,,,,,,FG
,,,,07-005,Product 07XXXX,,,,Batch Resource Cost,VND,,MAT,,81805.3791,3596,176791952.74,VND,,,30/06/2024,,,,,,,FG
,,,,07-028,Product 07XXXX,,,,Batch Material Cost,VND,,MAT,,361009.8852,897,522775136.62,VND,,,30/06/2024,,,,,,,FG
,,,,08-018,Product 08XXXX,,,,Batch Material Cost,VND,,MAT,,121139.6254,4420,223581978.14,VND,,,30/06/2024,,,,,,,FG
,,,,08-002,Product 08XXXX,,,,Batch Resource Cost,VND,,MAT,,210510.0775,3524,378349500.63,VND,,,30/06/2024,,,,,,,FG
,,,,01-022,Product 01XXXX,,,,Batch Material Cost,LMD,,MAT,,384102.6744,2118,774333338.41,VND,,,30/06/2024,,,,,,,FG
,,,,01-025,Product 01XXXX,,,,Batch Resource Cost,LMD,,MAT,,572394.1593,1959,784814474.66,VND,,,30/06/2024,,,,,,,FG
,,,,02-001,Product 02XXXX,,,,Batch Material Cost,LMD,,MAT,,213052.1427,3257,227771198.37,VND,,,30/06/2024,,,,,,,FG
,,,,02-003,Product 02XXXX,,,,Batch Resource Cost,LMD,,MAT,,241031.4229,3846,548941453.03,VND,,,30/06/2024,,,,,,,FG
,,,,03-013,Product 03XXXX,,,,Batch Material Cost,LMD,,MAT,,286799.5789,1799,245686698.38,VND,,,30/06/2024,,,,,,,FG
,,,,03-028,Product 03XXXX,,,,Unit Cost Adjustments,LMD,,MAT,,118223.0773,3406,144839844.29,VND,,,30/06/2024,,,,,,,FG
,,,,04-016,Product 04XXXX,,,,Batch Material Cost,LMD,,MAT,,406863.0433,845,608651457.85,VND,,,30/06/2024,,,,,,,FG
,,,,04-012,Product 04XXXX,,,,Batch Resource Cost,LMD,,MAT,,44155.5639,4397,59072999.82,VND,,,30/06/2024,,,,,,,FG
,,,,05-007,Product 05XXXX,,,,Batch Material Cost,LMD,,MAT,,132776.9667,140,281490847.18,VND,,,30/06/2024,,,,,,,FG
,,,,05-029,Product 05XXXX,,,,Value Adjustments,LMD,,MAT,,134337.6846,2515,306444404.49,VND,,,30/06/2024,,,,,,,FG
,,,,06-028,Product 06XXXX,,,,Batch Material Cost,LMD,,MAT,,51531.5019,4678,89374068.08,VND,,,30/06/2024,,,,,,,FG
,,,,06-011,Product 06XXXX,,,,Batch Resource Cost,LMD,,MAT,,121800.6166,4954,140933115.07,VND,,,30/06/2024,,,,,,,FG
,,,,07-012,Product 07PROU,,,,Batch Material Cost,LMD,,MAT,,186718.1303,3991,461297612.57,VND,,,30/06/2024,,,,,,,FG
,,,,07-023,Product 07PROU,,,,Batch Resource Cost,LMD,,MAT,,158410.8533,432,337235806.86,VND,,,30/06/2024,,,,,,,FG
,,,,07-016,Product 07XXXX,,,,Batch Material Cost,LMD,,MAT,,310211.7343,4430,294353237.32,VND,,,30/06/2024,,,,,,,FG
,,,,07-007,Product 07XXXX,,,,Batch Resource Cost,LMD,,MAT,,384666.8444,4756,590372216.56,VND,,,30/06/2024,,,,,,,FG
,,,,08-012,Product 08XXXX,,,,Batch Material Cost,LMD,,MAT,,69271.1281,1474,131706786.7,VND,,,30/06/2024,,,,,,,FG
,,,,08-004,Product 08XXXX,,,,Batch Resource Cost,LMD,,MAT,,66975.1865,2788,160651702.62,VND,,,30/06/2024,,,,,,,FG
,,,,01-028,Product 01XXXX,,,,Batch Material Cost,TND,,MAT,,95862.4494,1001,129513025.38,VND,,,31/07/2024,,,,,,,FG
,,,,01-029,Product 01XXXX,,,,Batch Resource Cost,TND,,MAT,,242805.5862,1065,339282988.13,VND,,,31/07/2024,,,,,,,FG
,,,,02-017,Product 02XXXX,,,,Batch Resource Cost,TND,,MAT,,426733.5548,596,493393117.28,VND,,,31/07/2024,,,,,,,FG
,,,,02-010,Product 02XXXX,,,,Batch Material Cost,TND,,MAT,,334128.2273,1526,830715565.31,VND,,,31/07/2024,,,,,,,FG
,,,,03-003,Product 03XXXX,,,,Batch Material Cost,TND,,MAT,,111978.2102,4450,100458521.57,VND,,,31/07/2024,,,,,,,FG
,,,,03-011,Product 03XXXX,,,,Unit Cost Adjustments,TND,,MAT,,327711.7048,861,819135122.2,VND,,,31/07/2024,,,,,,,FG
,,,,04-012,Product 04XXXX,,,,Batch Resource Cost,TND,,MAT,,120996.2425,4328,281488898.62,VND,,,31/07/2024,,,,,,,FG
,,,,04-019,Product 04XXXX,,,,Batch Material Cost,TND,,MAT,,40257.9498,1789,73552162.8,VND,,,31/07/2024,,,,,,,FG
,,,,05-017,Product 05XXXX,,,,Batch Material Cost,TND,,MAT,,23461.3842,2012,55257619.24,VND,,,31/07/2024,,,,,,,FG
,,,,05-022,Product 05XXXX,,,,Batch Resource Cost,TND,,MAT,,243168.1856,4392,306364442.2,VND,,,31/07/2024,,,,,,,FG
,,,,06-003,Product 06XXXX,,,,Batch Material Cost,TND,,MAT,,192743.4628,1387,411067699.34,VND,,,31/07/2024,,,,,,,FG
,,,,06-012,Product 06XXXX,,,,Batch Resource Cost,TND,,MAT,,597894.7119,3685,710492605.09,VND,,,31/07/2024,,,,,,,FG
,,,,07-018,Product 07PROU,,,,Batch Material Cost,TND,,MAT,,372377.5546,4860,482997796.26,VND,,,31/07/2024,,,,,,,FG
,,,,07-026,Product 07PROU,,,,Unit Cost Adjustments,TND,,MAT,,647458.34,4187,623361324.7,VND,,,31/07/2024,,,,,,,FG
,,,,07-025,Product 07XXXX,,,,Batch Material Cost,TND,,MAT,,296403.0851,4967,257132359.64,VND,,,31/07/2024,,,,,,,FG
,,,,07-023,Product 07XXXX,,,,Unit Cost Adjustments,TND,,MAT,,392013.6701,3049,661568165.12,VND,,,31/07/2024,,,,,,,FG
,,,,08-029,Product 08XXXX,,,,Batch Material Cost,TND,,MAT,,215889.9991,1484,466818620.94,VND,,,31/07/2024,,,,,,,FG
,,,,08-029,Product 08XXXX,,,,Unit Cost Adjustments,TND,,MAT,,98111.0199,4047,216292565.8,VND,,,31/07/2024,,,,,,,FG
,,,,01-015,Product 01XXXX,,,,Batch Material Cost,TTD,,MAT,,450386.0996,3070,568093773.32,VND,,,31/07/2024,,,,,,,FG
,,,,01-018,Product 01XXXX,,,,Batch Resource Cost,TTD,,MAT,,710160.5045,125,892010761.43,VND,,,31/07/2024,,,,,,,FG
,,,,02-008,Product 02XXXX,,,,Batch Resource Cost,TTD,,MAT,,156368.4713,3759,133381890.95,VND,,,31/07/2024,,,,,,,FG
,,,,02-012,Product 02XXXX,,,,Batch Material Cost,TTD,,MAT,,124492.126,4016,136772391.14,VND,,,31/07/2024,,,,,,,FG
,,,,03-007,Product 03XXXX,,,,Batch Resource Cost,TTD,,MAT,,143990.4006,3495,195425362.73,VND,,,31/07/2024,,,,,,,FG
,,,,03-005,Product 03XXXX,,,,Batch Material Cost,TTD,,MAT,,253101.9154,4773,275524074.08,VND,,,31/07/2024,,,,,,,FG
,,,,04-026,Product 04XXXX,,,,Batch Material Cost,TTD,,MAT,,311420.1457,1701,468761949.75,VND,,,31/07/2024,,,,,,,FG
,,,,04-002,Product 04XXXX,,,,Batch Resource Cost,TTD,,MAT,,506834.9084,4063,620837420.29,VND,,,31/07/2024,,,,,,,FG
,,,,05-004,Product 05XXXX,,,,Batch Material Cost,TTD,,MAT,,218896.8126,1587,254678136.12,VND,,,31/07/2024,,,,,,,FG
,,,,05-006,Product 05XXXX,,,,Batch Resource Cost,TTD,,MAT,,258482.8225,173,389486138.8,VND,,,31/07/2024,,,,,,,FG
,,,,06-024,Product 06XXXX,,,,Batch Material Cost,TTD,,MAT,,220519.8515,3136,226834036.31,VND,,,31/07/2024,,,,,,,FG
,,,,06-001,Product 06XXXX,,,,Batch Resource Cost,TTD,,MAT,,345109.2632,919,715065467.69,VND,,,31/07/2024,,,,,,,FG
,,,,07-007,Product 07PROU,,,,Batch Resource Cost,TTD,,MAT,,136565.0722,4508,295252532.78,VND,,,31/07/2024,,,,,,,FG
,,,,07-014,Product 07PROU,,,,Value Adjustments,TTD,,MAT,,214122.3582,2675,451733947.23,VND,,,31/07/2024,,,,,,,FG
,,,,07-009,Product 07XXXX,,,,Batch Resource Cost,TTD,,MAT,,190019.2689,502,391157553.57,VND,,,31/07/2024,,,,,,,FG
,,,,07-021,Product 07XXXX,,,,Batch Material Cost,TTD,,MAT,,139509.3696,4792,180382624.83,VND,,,31/07/2024,,,,,,,FG
,,,,08-029,Product 08XXXX,,,,Batch Material Cost,TTD,,MAT,,18669.0916,3478,44565849.92,VND,,,31/07/2024,,,,,,,FG
,,,,08-005,Product 08XXXX,,,,Batch Resource Cost,TTD,,MAT,,255993.1442,441,449000954.25,VND,,,31/07/2024,,,,,,,FG
,,,,01-010,Product 01XXXX,,,,Batch Material Cost,DLD,,MAT,,423441.0311,2454,425329847.96,VND,,,31/07/2024,,,,,,,FG
,,,,01-006,Product 01XXXX,,,,Value Adjustments,DLD,,MAT,,39076.6458,1490,78339195.9,VND,,,31/07/2024,,,,,,,FG
,,,,02-020,Product 02XXXX,,,,Batch Material Cost,DLD,,MAT,,67059.5895,3270,144287015.32,VND,,,31/07/2024,,,,,,,FG
,,,,02-016,Product 02XXXX,,,,Unit Cost Adjustments,DLD,,MAT,,379978.5505,3230,563850533.03,VND,,,31/07/2024,,,,,,,FG
,,,,03-007,Product 03XXXX,,,,Unit Cost Adjustments,DLD,,MAT,,252396.6708,153,363383081.2,VND,,,31/07/2024,,,,,,,FG
,,,,03-027,Product 03XXXX,,,,Batch Material Cost,DLD,,MAT,,61085.0841,4775,94166597.69,VND,,,31/07/2024,,,,,,,FG
,,,,04-001,Product 04XXXX,,,,Batch Material Cost,DLD,,MAT,,247541.4341,662,611443170.72,VND,,,31/07/2024,,,,,,,FG
,,,,04-025,Product 04XXXX,,,,Batch Resource Cost,DLD,,MAT,,57356.4501,334,130549298.83,VND,,,31/07/2024,,,,,,,FG
,,,,05-029,Product 05XXXX,,,,Batch Material Cost,DLD,,MAT,,197202.9436,2080,238555146.34,VND,,,31/07/2024,,,,,,,FG
,,,,05-017,Product 05XXXX,,,,Value Adjustments,DLD,,MAT,,184820.4057,1429,422271282.65,VND,,,31/07/2024,,,,,,,FG
,,,,06-024,Product 06XXXX,,,,Batch Material Cost,DLD,,MAT,,234317.606,3950,302806439.19,VND,,,31/07/2024,,,,,,,FG
,,,,06-005,Product 06XXXX,,,,Batch Resource Cost,DLD,,MAT,,200950.4955,4397,478769950.2,VND,,,31/07/2024,,,,,,,FG
,,,,07-020,Product 07PROU,,,,Batch Material Cost,DLD,,MAT,,82789.1755,2922,88420805.29,VND,,,31/07/2024,,,,,,,FG
,,,,07-017,Product 07PROU,,,,Batch Resource Cost,DLD,,MAT,,303403.0541,823,530432646.14,VND,,,31/07/2024,,,,,,,FG
,,,,07-002,Product 07XXXX,,,,Batch Material Cost,DLD,,MAT,,309818.6393,2922,671475517.52,VND,,,31/07/2024,,,,,,,FG
,,,,07-025,Product 07XXXX,,,,Value Adjustments,DLD,,MAT,,207785.6337,1357,225664082.1,VND,,,31/07/2024,,,,,,,FG
,,,,08-007,Product 08XXXX,,,,Value Adjustments,DLD,,MAT,,234813.8628,220,312905725.7,VND,,,31/07/2024,,,,,,,FG
,,,,08-021,Product 08XXXX,,,,Batch Resource Cost,DLD,,MAT,,166790.8148,2206,258976169.36,VND,,,31/07/2024,,,,,,,FG
,,,,01-024,Product 01XXXX,,,,Unit Cost Adjustments,SGD,,MAT,,54483.5226,1445,73973284.56,VND,,,31/07/2024,,,,,,,FG
,,,,01-005,Product 01XXXX,,,,Batch Material Cost,SGD,,MAT,,175866.2987,584,340828976.51,VND,,,31/07/2024,,,,,,,FG
,,,,02-004,Product 02XXXX,,,,Batch Material Cost,SGD,,MAT,,605427.3926,3107,694549728.43,VND,,,31/07/2024,,,,,,,FG
,,,,02-025,Product 02XXXX,,,,Unit Cost Adjustments,SGD,,MAT,,260622.966,4715,643152358.63,VND,,,31/07/2024,,,,,,,FG
,,,,03-012,Product 03XXXX,,,,Batch Resource Cost,SGD,,MAT,,241391.6797,310,202135861.7,VND,,,31/07/2024,,,,,,,FG
,,,,03-016,Product 03XXXX,,,,Batch Material Cost,SGD,,MAT,,44564.9794,4055,63311668.67,VND,,,31/07/2024,,,,,,,FG
,,,,04-019,Product 04XXXX,,,,Batch Material Cost,SGD,,MAT,,239966.4793,1307,494748900.65,VND,,,31/07/2024,,,,,,,FG
,,,,04-013,Product 04XXXX,,,,Batch Resource Cost,SGD,,MAT,,420870.7127,3818,355618805.63,VND,,,31/07/2024,,,,,,,FG
,,,,05-026,Product 05XXXX,,,,Batch Resource Cost,SGD,,MAT,,349631.747,4079,541987377.01,VND,,,31/07/2024,,,,,,,FG
,,,,05-028,Product 05XXXX,,,,Batch Material Cost,SGD,,MAT,,249561.1353,136,493745780.75,VND,,,31/07/2024,,,,,,,FG
