PERIOD,CodeNM,ITEM,NHÓM,Sản Lượng 25
2025-08-31,FAC-A,01-014,01XXXX,328322.0
2025-08-31,FAC-A,01-015,01XXXX,198060.0
2025-08-31,FAC-A,01-017,01XXXX,496423.0
2025-08-31,FAC-A,01-018,01XXXX,107589.0
2025-08-31,FAC-A,01-019,01XXXX,539067.0
2025-08-31,FAC-A,01-020,01XXXX,68537.0
2025-08-31,FAC-A,01-021,01XXXX,285298.0
2025-08-31,FAC-A,01-022,01XXXX,194825.0
2025-08-31,FAC-A,01-023,01XXXX,75852.0
2025-08-31,FAC-A,01-025,01XXXX,549468.0
2025-08-31,FAC-A,01-026,01XXXX,261404.0
2025-08-31,FAC-A,01-027,01XXXX,329843.0
2025-08-31,FAC-A,01-028,01XXXX,268180.0
2025-08-31,FAC-A,01-029,01XXXX,44091.0
2025-08-31,FAC-A,02-001,02XXXX,155875.0
2025-08-31,FAC-A,02-004,02XXXX,398475.0
2025-08-31,FAC-A,02-005,02XXXX,100877.0
2025-08-31,FAC-A,02-006,02XXXX,34929.0
2025-08-31,FAC-A,02-007,02XXXX,491016.0
2025-08-31,FAC-A,02-008,02XXXX,541235.0
2025-08-31,FAC-A,02-009,02XXXX,480151.0
2025-08-31,FAC-A,02-010,02XXXX,341000.0
2025-08-31,FAC-A,02-011,02XXXX,255289.0
2025-08-31,FAC-A,02-012,02XXXX,10684.0
2025-08-31,FAC-A,02-015,02XXXX,110318.0
2025-08-31,FAC-A,02-018,02XXXX,466637.0
2025-08-31,FAC-A,02-019,02XXXX,399040.0
2025-08-31,FAC-A,02-020,02XXXX,220252.0
2025-08-31,FAC-A,02-021,02XXXX,188924.0
2025-08-31,FAC-A,02-023,02XXXX,297362.0
2025-08-31,FAC-A,02-024,02XXXX,307198.0
2025-08-31,FAC-A,03-001,03XXXX,120085.0
2025-08-31,FAC-A,03-003,03XXXX,434677.0
2025-08-31,FAC-A,03-004,03XXXX,505959.0
2025-08-31,FAC-A,03-005,03XXXX,191559.0
2025-08-31,FAC-A,03-006,03XXXX,130063.0
2025-08-31,FAC-A,03-007,03XXXX,54844.0
2025-08-31,FAC-A,03-008,03XXXX,379495.0
2025-08-31,FAC-A,03-009,03XXXX,309934.0
2025-08-31,FAC-A,03-010,03XXXX,173260.0
2025-08-31,FAC-A,03-011,03XXXX,254054.0
2025-08-31,FAC-A,03-013,03XXXX,150604.0
2025-08-31,FAC-A,03-015,03XXXX,539612.0
2025-08-31,FAC-A,04-002,04XXXX,272981.0
2025-08-31,FAC-A,04-003,04XXXX,518548.0
2025-08-31,FAC-A,04-004,04XXXX,402631.0
2025-08-31,FAC-A,04-005,04XXXX,213116.0
2025-08-31,FAC-A,04-006,04XXXX,174869.0
2025-08-31,FAC-A,04-007,04XXXX,457733.0
2025-08-31,FAC-A,04-010,04XXXX,483650.0
2025-08-31,FAC-A,04-012,04XXXX,14073.0
2025-08-31,FAC-A,04-013,04XXXX,125114.0
2025-08-31,FAC-A,04-014,04XXXX,226873.0
2025-08-31,FAC-A,04-015,04XXXX,428172.0
2025-08-31,FAC-A,04-016,04XXXX,240446.0
2025-08-31,FAC-A,04-017,04XXXX,254896.0
2025-08-31,FAC-A,04-018,04XXXX,256476.0
2025-08-31,FAC-A,04-020,04XXXX,516850.0
2025-08-31,FAC-A,04-021,04XXXX,233379.0
2025-08-31,FAC-A,04-022,04XXXX,462283.0
2025-08-31,FAC-A,04-023,04XXXX,86790.0
2025-08-31,FAC-A,04-024,04XXXX,409856.0
2025-08-31,FAC-A,04-026,04XXXX,382026.0
2025-08-31,FAC-A,04-027,04XXXX,238409.0
2025-08-31,FAC-A,04-028,04XXXX,266669.0
2025-08-31,FAC-A,04-029,04XXXX,310327.0
2025-08-31,FAC-A,04-030,04XXXX,47093.0
2025-08-31,FAC-A,04-032,04XXXX,179512.0
2025-08-31,FAC-A,04-033,04XXXX,268474.0
2025-08-31,FAC-A,04-036,04XXXX,225521.0
2025-08-31,FAC-A,04-037,04XXXX,427486.0
2025-08-31,FAC-A,04-041,04XXXX,348257.0
2025-08-31,FAC-A,04-042,04XXXX,523158.0
2025-08-31,FAC-A,04-043,04XXXX,70281.0
2025-08-31,FAC-A,04-044,04XXXX,388941.0
2025-08-31,FAC-A,05-001,05XXXX,443428.0
2025-08-31,FAC-A,05-002,05XXXX,412976.0
2025-08-31,FAC-A,05-003,05XXXX,481985.0
2025-08-31,FAC-A,05-005,05XXXX,394656.0
2025-08-31,FAC-A,05-010,05XXXX,51063.0
2025-08-31,FAC-A,05-012,05XXXX,423811.0
2025-08-31,FAC-A,05-013,05XXXX,251308.0
2025-08-31,FAC-A,05-014,05XXXX,513446.0
2025-08-31,FAC-A,05-015,05XXXX,220941.0
2025-08-31,FAC-A,05-016,05XXXX,414068.0
2025-08-31,FAC-A,05-017,05XXXX,193827.0
2025-08-31,FAC-A,05-018,05XXXX,50800.0
2025-08-31,FAC-A,06-001,06XXXX,515044.0
2025-08-31,FAC-A,06-002,06XXXX,586696.0
2025-08-31,FAC-A,06-003,06XXXX,453423.0
2025-08-31,FAC-A,06-004,06XXXX,432990.0
2025-08-31,FAC-A,06-006,06XXXX,215049.0
2025-08-31,FAC-A,06-007,06XXXX,451421.0
2025-08-31,FAC-A,06-008,06XXXX,200531.0
2025-08-31,FAC-A,06-009,06XXXX,512243.0
2025-08-31,FAC-A,06-010,06XXXX,491283.0
2025-08-31,FAC-A,06-011,06XXXX,256636.0
2025-08-31,FAC-A,06-012,06XXXX,409319.0
2025-08-31,FAC-A,06-013,06XXXX,569609.0
2025-08-31,FAC-A,06-014,06XXXX,96997.0
2025-08-31,FAC-A,06-015,06XXXX,426433.0
2025-08-31,FAC-A,06-016,06XXXX,150599.0
2025-08-31,FAC-A,06-018,06XXXX,63235.0
2025-08-31,FAC-A,07-001,07PROU,483986.0
2025-08-31,FAC-A,07-002,07PROU,527477.0
2025-08-31,FAC-A,07-003,07PROU,490743.0
2025-08-31,FAC-A,07-004,07PROU,30656.0
2025-08-31,FAC-A,07-012,07PROU,211971.0
2025-08-31,FAC-A,07-001,07XXXX,168052.0
2025-08-31,FAC-A,07-002,07XXXX,436781.0
2025-08-31,FAC-A,07-003,07XXXX,308217.0
2025-08-31,FAC-A,07-004,07XXXX,86053.0
2025-08-31,FAC-A,07-006,07XXXX,343530.0
2025-08-31,FAC-A,07-007,07XXXX,377972.0
2025-08-31,FAC-A,07-008,07XXXX,115737.0
2025-08-31,FAC-A,07-009,07XXXX,347443.0
2025-08-31,FAC-A,07-010,07XXXX,290879.0
2025-08-31,FAC-A,07-011,07XXXX,442895.0
2025-08-31,FAC-A,07-012,07XXXX,189828.0
2025-08-31,FAC-A,07-013,07XXXX,61547.0
2025-08-31,FAC-A,07-014,07XXXX,197334.0
2025-08-31,FAC-A,07-017,07XXXX,203610.0
2025-08-31,FAC-A,07-019,07XXXX,124377.0
2025-08-31,FAC-A,07-020,07XXXX,26254.0
2025-08-31,FAC-A,07-022,07XXXX,80314.0
2025-08-31,FAC-A,08-002,08XXXX,247659.0
2025-08-31,FAC-A,08-003,08XXXX,157227.0
2025-08-31,FAC-A,08-004,08XXXX,441316.0
2025-08-31,FAC-A,08-005,08XXXX,451472.0
2025-08-31,FAC-A,08-006,08XXXX,305139.0
2025-08-31,FAC-A,08-007,08XXXX,23446.0
2025-08-31,FAC-A,08-008,08XXXX,448264.0
2025-08-31,FAC-A,08-009,08XXXX,440793.0
2025-08-31,FAC-A,08-010,08XXXX,353301.0
2025-08-31,FAC-A,08-011,08XXXX,123663.0
2025-08-31,FAC-A,08-012,08XXXX,237441.0
2025-08-31,FAC-A,08-013,08XXXX,342736.0
2025-08-31,FAC-A,08-014,08XXXX,529236.0
2025-08-31,FAC-A,08-015,08XXXX,557815.0
2025-08-31,FAC-A,08-016,08XXXX,114256.0
2025-08-31,FAC-B,01-002,01XXXX,256820.0
2025-08-31,FAC-B,01-003,01XXXX,403129.0
2025-08-31,FAC-B,01-004,01XXXX,383015.0
2025-08-31,FAC-B,01-006,01XXXX,99770.0
2025-08-31,FAC-B,01-007,01XXXX,71908.0
2025-08-31,FAC-B,01-009,01XXXX,331049.0
2025-08-31,FAC-B,01-010,01XXXX,322484.0
2025-08-31,FAC-B,01-011,01XXXX,416642.0
2025-08-31,FAC-B,01-012,01XXXX,575578.0
2025-08-31,FAC-B,01-013,01XXXX,208282.0
2025-08-31,FAC-B,01-014,01XXXX,90291.0
2025-08-31,FAC-B,01-017,01XXXX,332616.0
2025-08-31,FAC-B,01-019,01XXXX,441315.0
2025-08-31,FAC-B,01-020,01XXXX,491587.0
2025-08-31,FAC-B,01-021,01XXXX,521696.0
2025-08-31,FAC-B,01-023,01XXXX,129315.0
2025-08-31,FAC-B,01-024,01XXXX,16361.0
2025-08-31,FAC-B,01-025,01XXXX,222789.0
2025-08-31,FAC-B,01-026,01XXXX,327461.0
2025-08-31,FAC-B,01-027,01XXXX,540441.0
2025-08-31,FAC-B,01-028,01XXXX,58614.0
2025-08-31,FAC-B,01-029,01XXXX,402428.0
2025-08-31,FAC-B,01-030,01XXXX,139104.0
2025-08-31,FAC-B,02-002,02XXXX,347133.0
2025-08-31,FAC-B,02-004,02XXXX,459048.0
2025-08-31,FAC-B,02-005,02XXXX,365432.0
2025-08-31,FAC-B,02-006,02XXXX,391733.0
2025-08-31,FAC-B,02-007,02XXXX,52944.0
2025-08-31,FAC-B,02-009,02XXXX,487729.0
2025-08-31,FAC-B,02-012,02XXXX,462541.0
2025-08-31,FAC-B,02-013,02XXXX,210342.0
2025-08-31,FAC-B,02-014,02XXXX,424402.0
2025-08-31,FAC-B,02-015,02XXXX,490141.0
2025-08-31,FAC-B,02-016,02XXXX,261525.0
2025-08-31,FAC-B,02-017,02XXXX,563000.0
2025-08-31,FAC-B,02-019,02XXXX,329418.0
2025-08-31,FAC-B,02-020,02XXXX,12430.0
2025-08-31,FAC-B,02-021,02XXXX,338112.0
2025-08-31,FAC-B,02-022,02XXXX,348726.0
2025-08-31,FAC-B,02-023,02XXXX,534977.0
2025-08-31,FAC-B,02-024,02XXXX,22604.0
2025-08-31,FAC-B,03-001,03XXXX,47402.0
2025-08-31,FAC-B,03-002,03XXXX,432771.0
2025-08-31,FAC-B,03-004,03XXXX,219803.0
2025-08-31,FAC-B,03-005,03XXXX,586571.0
2025-08-31,FAC-B,03-006,03XXXX,165408.0
2025-08-31,FAC-B,03-010,03XXXX,341535.0
2025-08-31,FAC-B,03-011,03XXXX,170316.0
2025-08-31,FAC-B,03-012,03XXXX,459076.0
2025-08-31,FAC-B,03-013,03XXXX,35545.0
2025-08-31,FAC-B,03-014,03XXXX,469981.0
2025-08-31,FAC-B,03-015,03XXXX,85269.0
2025-08-31,FAC-B,04-001,04XXXX,147877.0
2025-08-31,FAC-B,04-004,04XXXX,476830.0
2025-08-31,FAC-B,04-006,04XXXX,534295.0
2025-08-31,FAC-B,04-007,04XXXX,543018.0
2025-08-31,FAC-B,04-009,04XXXX,187638.0
2025-08-31,FAC-B,04-011,04XXXX,551108.0
2025-08-31,FAC-B,04-013,04XXXX,529315.0
2025-08-31,FAC-B,04-014,04XXXX,369667.0
2025-08-31,FAC-B,04-015,04XXXX,521926.0
2025-08-31,FAC-B,04-016,04XXXX,417597.0
2025-08-31,FAC-B,04-017,04XXXX,401488.0
2025-08-31,FAC-B,04-018,04XXXX,68930.0
2025-08-31,FAC-B,04-019,04XXXX,17320.0
2025-08-31,FAC-B,04-021,04XXXX,121665.0
2025-08-31,FAC-B,04-022,04XXXX,438813.0
2025-08-31,FAC-B,04-023,04XXXX,491805.0
2025-08-31,FAC-B,04-024,04XXXX,210373.0
2025-08-31,FAC-B,04-025,04XXXX,110136.0
2025-08-31,FAC-B,04-026,04XXXX,103066.0
2025-08-31,FAC-B,04-027,04XXXX,268130.0
2025-08-31,FAC-B,04-028,04XXXX,527368.0
2025-08-31,FAC-B,04-031,04XXXX,454252.0
2025-08-31,FAC-B,04-032,04XXXX,62336.0
2025-08-31,FAC-B,04-033,04XXXX,237386.0
2025-08-31,FAC-B,04-034,04XXXX,468822.0
2025-08-31,FAC-B,04-035,04XXXX,327780.0
2025-08-31,FAC-B,04-036,04XXXX,45592.0
2025-08-31,FAC-B,04-037,04XXXX,223661.0
2025-08-31,FAC-B,04-038,04XXXX,122599.0
2025-08-31,FAC-B,04-039,04XXXX,489808.0
2025-08-31,FAC-B,04-041,04XXXX,146848.0
2025-08-31,FAC-B,04-044,04XXXX,411281.0
2025-08-31,FAC-B,05-001,05XXXX,473909.0
2025-08-31,FAC-B,05-004,05XXXX,197800.0
2025-08-31,FAC-B,05-006,05XXXX,414248.0
2025-08-31,FAC-B,05-007,05XXXX,546321.0
2025-08-31,FAC-B,05-008,05XXXX,435207.0
2025-08-31,FAC-B,05-011,05XXXX,211035.0
2025-08-31,FAC-B,05-014,05XXXX,367351.0
2025-08-31,FAC-B,05-016,05XXXX,234757.0
2025-08-31,FAC-B,05-017,05XXXX,299633.0
2025-08-31,FAC-B,05-018,05XXXX,213596.0
2025-08-31,FAC-B,06-001,06XXXX,73676.0
2025-08-31,FAC-B,06-003,06XXXX,252850.0
2025-08-31,FAC-B,06-004,06XXXX,35244.0
2025-08-31,FAC-B,06-009,06XXXX,459113.0
2025-08-31,FAC-B,06-011,06XXXX,303286.0
2025-08-31,FAC-B,06-012,06XXXX,43189.0
2025-08-31,FAC-B,06-013,06XXXX,332012.0
2025-08-31,FAC-B,06-014,06XXXX,86247.0
2025-08-31,FAC-B,06-015,06XXXX,247622.0
2025-08-31,FAC-B,06-016,06XXXX,190464.0
2025-08-31,FAC-B,06-017,06XXXX,289928.0
2025-08-31,FAC-B,06-018,06XXXX,400750.0
2025-08-31,FAC-B,07-002,07PROU,392016.0
2025-08-31,FAC-B,07-003,07PROU,301006.0
2025-08-31,FAC-B,07-004,07PROU,325893.0
2025-08-31,FAC-B,07-005,07PROU,372439.0
2025-08-31,FAC-B,07-006,07PROU,483139.0
2025-08-31,FAC-B,07-007,07PROU,425960.0
2025-08-31,FAC-B,07-008,07PROU,272234.0
2025-08-31,FAC-B,07-009,07PROU,161869.0
2025-08-31,FAC-B,07-010,07PROU,75875.0
2025-08-31,FAC-B,07-011,07PROU,143837.0
2025-08-31,FAC-B,07-012,07PROU,33371.0
2025-08-31,FAC-B,07-002,07XXXX,483630.0
2025-08-31,FAC-B,07-003,07XXXX,438093.0
2025-08-31,FAC-B,07-004,07XXXX,418704.0
2025-08-31,FAC-B,07-005,07XXXX,580201.0
2025-08-31,FAC-B,07-008,07XXXX,485047.0
2025-08-31,FAC-B,07-010,07XXXX,485640.0
2025-08-31,FAC-B,07-011,07XXXX,233279.0
2025-08-31,FAC-B,07-012,07XXXX,126231.0
2025-08-31,FAC-B,07-014,07XXXX,161120.0
2025-08-31,FAC-B,07-015,07XXXX,310340.0
2025-08-31,FAC-B,07-016,07XXXX,444265.0
2025-08-31,FAC-B,07-017,07XXXX,433202.0
2025-08-31,FAC-B,07-018,07XXXX,397580.0
2025-08-31,FAC-B,07-021,07XXXX,630909.0
2025-08-31,FAC-B,08-001,08XXXX,427827.0
2025-08-31,FAC-B,08-004,08XXXX,262556.0
2025-08-31,FAC-B,08-007,08XXXX,122724.0
2025-08-31,FAC-B,08-008,08XXXX,413119.0
2025-08-31,FAC-B,08-009,08XXXX,59782.0
2025-08-31,FAC-B,08-010,08XXXX,248274.0
2025-08-31,FAC-B,08-011,08XXXX,105546.0
2025-08-31,FAC-B,08-012,08XXXX,537363.0
2025-08-31,FAC-B,08-013,08XXXX,406175.0
2025-08-31,FAC-B,08-015,08XXXX,103954.0
2025-08-31,FAC-C,01-003,01XXXX,220068.0
2025-08-31,FAC-C,01-004,01XXXX,507628.0
2025-08-31,FAC-C,01-006,01XXXX,138753.0
2025-08-31,FAC-C,01-007,01XXXX,428135.0
2025-08-31,FAC-C,01-008,01XXXX,326020.0
2025-08-31,FAC-C,01-009,01XXXX,79689.0
2025-08-31,FAC-C,01-010,01XXXX,19573.0
2025-08-31,FAC-C,01-011,01XXXX,114521.0
2025-08-31,FAC-C,01-013,01XXXX,228488.0
2025-08-31,FAC-C,01-014,01XXXX,35015.0
2025-08-31,FAC-C,01-015,01XXXX,268758.0
2025-08-31,FAC-C,01-016,01XXXX,74167.0
2025-08-31,FAC-C,01-017,01XXXX,20270.0
2025-08-31,FAC-C,01-020,01XXXX,201234.0
2025-08-31,FAC-C,01-021,01XXXX,535775.0
2025-08-31,FAC-C,01-022,01XXXX,443844.0
2025-08-31,FAC-C,01-023,01XXXX,67470.0
2025-08-31,FAC-C,01-024,01XXXX,400334.0
2025-08-31,FAC-C,01-026,01XXXX,37980.0
2025-08-31,FAC-C,01-027,01XXXX,336978.0
2025-08-31,FAC-C,01-029,01XXXX,399720.0
2025-08-31,FAC-C,01-030,01XXXX,450390.0
2025-08-31,FAC-C,02-001,02XXXX,313694.0
2025-08-31,FAC-C,02-002,02XXXX,129016.0
2025-08-31,FAC-C,02-003,02XXXX,29582.0
2025-08-31,FAC-C,02-004,02XXXX,100172.0
2025-08-31,FAC-C,02-005,02XXXX,435456.0
2025-08-31,FAC-C,02-006,02XXXX,443611.0
2025-08-31,FAC-C,02-007,02XXXX,605471.0
2025-08-31,FAC-C,02-008,02XXXX,96917.0
2025-08-31,FAC-C,02-010,02XXXX,200726.0
2025-08-31,FAC-C,02-011,02XXXX,167647.0
2025-08-31,FAC-C,02-014,02XXXX,440612.0
2025-08-31,FAC-C,02-015,02XXXX,172027.0
2025-08-31,FAC-C,02-016,02XXXX,128766.0
2025-08-31,FAC-C,02-017,02XXXX,250541.0
2025-08-31,FAC-C,02-018,02XXXX,186470.0
2025-08-31,FAC-C,02-019,02XXXX,446741.0
2025-08-31,FAC-C,02-020,02XXXX,182567.0
2025-08-31,FAC-C,02-021,02XXXX,284549.0
2025-08-31,FAC-C,02-022,02XXXX,37897.0
2025-08-31,FAC-C,02-023,02XXXX,41870.0
2025-08-31,FAC-C,02-024,02XXXX,475931.0
2025-08-31,FAC-C,02-025,02XXXX,403136.0
2025-08-31,FAC-C,03-001,03XXXX,291410.0
2025-08-31,FAC-C,03-002,03XXXX,357646.0
2025-08-31,FAC-C,03-004,03XXXX,60648.0
2025-08-31,FAC-C,03-006,03XXXX,257669.0
2025-08-31,FAC-C,03-007,03XXXX,131461.0
2025-08-31,FAC-C,03-008,03XXXX,386116.0
2025-08-31,FAC-C,03-009,03XXXX,241518.0
2025-08-31,FAC-C,03-010,03XXXX,421623.0
2025-08-31,FAC-C,03-012,03XXXX,71618.0
2025-08-31,FAC-C,03-013,03XXXX,122135.0
2025-08-31,FAC-C,03-014,03XXXX,109370.0
2025-08-31,FAC-C,03-015,03XXXX,49493.0
2025-08-31,FAC-C,04-001,04XXXX,244931.0
2025-08-31,FAC-C,04-002,04XXXX,225879.0
2025-08-31,FAC-C,04-003,04XXXX,377812.0
2025-08-31,FAC-C,04-004,04XXXX,277070.0
2025-08-31,FAC-C,04-007,04XXXX,29011.0
2025-08-31,FAC-C,04-008,04XXXX,578041.0
2025-08-31,FAC-C,04-009,04XXXX,35229.0
2025-08-31,FAC-C,04-010,04XXXX,457814.0
2025-08-31,FAC-C,04-013,04XXXX,457066.0
2025-08-31,FAC-C,04-014,04XXXX,42386.0
2025-08-31,FAC-C,04-015,04XXXX,147858.0
2025-08-31,FAC-C,04-019,04XXXX,460644.0
2025-08-31,FAC-C,04-021,04XXXX,146212.0
2025-08-31,FAC-C,04-022,04XXXX,511411.0
2025-08-31,FAC-C,04-023,04XXXX,25691.0
2025-08-31,FAC-C,04-024,04XXXX,373438.0
2025-08-31,FAC-C,04-025,04XXXX,82919.0
2025-08-31,FAC-C,04-026,04XXXX,253247.0
2025-08-31,FAC-C,04-028,04XXXX,186777.0
2025-08-31,FAC-C,04-029,04XXXX,582213.0
2025-08-31,FAC-C,04-032,04XXXX,421145.0
2025-08-31,FAC-C,04-033,04XXXX,118563.0
2025-08-31,FAC-C,04-034,04XXXX,205544.0
2025-08-31,FAC-C,04-035,04XXXX,584971.0
2025-08-31,FAC-C,04-036,04XXXX,433892.0
2025-08-31,FAC-C,04-037,04XXXX,53361.0
2025-08-31,FAC-C,04-038,04XXXX,315969.0
2025-08-31,FAC-C,04-039,04XXXX,382006.0
2025-08-31,FAC-C,04-040,04XXXX,74481.0
2025-08-31,FAC-C,04-041,04XXXX,264356.0
2025-08-31,FAC-C,04-042,04XXXX,557083.0
2025-08-31,FAC-C,04-043,04XXXX,386160.0
2025-08-31,FAC-C,04-044,04XXXX,425170.0
2025-08-31,FAC-C,05-002,05XXXX,143876.0
2025-08-31,FAC-C,05-003,05XXXX,217702.0
2025-08-31,FAC-C,05-004,05XXXX,521710.0
2025-08-31,FAC-C,05-005,05XXXX,299611.0
2025-08-31,FAC-C,05-007,05XXXX,35242.0
2025-08-31,FAC-C,05-009,05XXXX,109458.0
2025-08-31,FAC-C,05-010,05XXXX,103196.0
2025-08-31,FAC-C,05-011,05XXXX,169953.0
2025-08-31,FAC-C,05-016,05XXXX,185369.0
2025-08-31,FAC-C,05-017,05XXXX,338201.0
2025-08-31,FAC-C,05-018,05XXXX,451083.0
2025-08-31,FAC-C,05-019,05XXXX,139548.0
2025-08-31,FAC-C,05-020,05XXXX,604296.0
2025-08-31,FAC-C,06-002,06XXXX,401249.0
2025-08-31,FAC-C,06-003,06XXXX,151411.0
2025-08-31,FAC-C,06-004,06XXXX,485330.0
2025-08-31,FAC-C,06-006,06XXXX,125928.0
2025-08-31,FAC-C,06-007,06XXXX,199531.0
2025-08-31,FAC-C,06-008,06XXXX,352628.0
2025-08-31,FAC-C,06-009,06XXXX,314955.0
2025-08-31,FAC-C,06-010,06XXXX,87152.0
2025-08-31,FAC-C,06-012,06XXXX,31282.0
2025-08-31,FAC-C,06-013,06XXXX,215073.0
2025-08-31,FAC-C,06-014,06XXXX,65440.0
2025-08-31,FAC-C,06-017,06XXXX,102659.0
2025-08-31,FAC-C,07-001,07PROU,112353.0
2025-08-31,FAC-C,07-002,07PROU,54485.0
2025-08-31,FAC-C,07-004,07PROU,231574.0
2025-08-31,FAC-C,07-005,07PROU,36992.0
2025-08-31,FAC-C,07-008,07PROU,260972.0
2025-08-31,FAC-C,07-009,07PROU,46544.0
2025-08-31,FAC-C,07-010,07PROU,484132.0
2025-08-31,FAC-C,07-011,07PROU,438492.0
2025-08-31,FAC-C,07-012,07PROU,259505.0
2025-08-31,FAC-C,07-003,07XXXX,620464.0
2025-08-31,FAC-C,07-004,07XXXX,182214.0
2025-08-31,FAC-C,07-006,07XXXX,625499.0
2025-08-31,FAC-C,07-008,07XXXX,47595.0
2025-08-31,FAC-C,07-009,07XXXX,376661.0
2025-08-31,FAC-C,07-012,07XXXX,110720.0
2025-08-31,FAC-C,07-013,07XXXX,111250.0
2025-08-31,FAC-C,07-014,07XXXX,41489.0
2025-08-31,FAC-C,07-015,07XXXX,161416.0
2025-08-31,FAC-C,07-016,07XXXX,28884.0
2025-08-31,FAC-C,07-017,07XXXX,239479.0
2025-08-31,FAC-C,07-018,07XXXX,386275.0
2025-08-31,FAC-C,07-019,07XXXX,405456.0
2025-08-31,FAC-C,07-020,07XXXX,102455.0
2025-08-31,FAC-C,07-021,07XXXX,290934.0
2025-08-31,FAC-C,07-022,07XXXX,369594.0
2025-08-31,FAC-C,08-001,08XXXX,128987.0
2025-08-31,FAC-C,08-002,08XXXX,631796.0
2025-08-31,FAC-C,08-003,08XXXX,346355.0
2025-08-31,FAC-C,08-005,08XXXX,588043.0
2025-08-31,FAC-C,08-006,08XXXX,286903.0
2025-08-31,FAC-C,08-007,08XXXX,359494.0
2025-08-31,FAC-C,08-008,08XXXX,227123.0
2025-08-31,FAC-C,08-009,08XXXX,333185.0
2025-08-31,FAC-C,08-010,08XXXX,245276.0
2025-08-31,FAC-C,08-011,08XXXX,277554.0
2025-08-31,FAC-C,08-012,08XXXX,64601.0
2025-08-31,FAC-C,08-013,08XXXX,188251.0
2025-08-31,FAC-C,08-014,08XXXX,375513.0
2025-08-31,FAC-C,08-015,08XXXX,103743.0
2025-08-31,FAC-C,08-016,08XXXX,396247.0
2025-08-31,FAC-D,01-002,01XXXX,253315.0
2025-08-31,FAC-D,01-003,01XXXX,115958.0
2025-08-31,FAC-D,01-004,01XXXX,418127.0
2025-08-31,FAC-D,01-005,01XXXX,490519.0
2025-08-31,FAC-D,01-007,01XXXX,245284.0
2025-08-31,FAC-D,01-013,01XXXX,199907.0
2025-08-31,FAC-D,01-014,01XXXX,317650.0
2025-08-31,FAC-D,01-015,01XXXX,349460.0
2025-08-31,FAC-D,01-016,01XXXX,168841.0
2025-08-31,FAC-D,01-017,01XXXX,537123.0
2025-08-31,FAC-D,01-018,01XXXX,508751.0
2025-08-31,FAC-D,01-019,01XXXX,439616.0
2025-08-31,FAC-D,01-021,01XXXX,296320.0
2025-08-31,FAC-D,01-024,01XXXX,98015.0
2025-08-31,FAC-D,01-026,01XXXX,540502.0
2025-08-31,FAC-D,01-027,01XXXX,163454.0
2025-08-31,FAC-D,01-028,01XXXX,245583.0
2025-08-31,FAC-D,01-029,01XXXX,160341.0
2025-08-31,FAC-D,02-001,02XXXX,333693.0
2025-08-31,FAC-D,02-002,02XXXX,349142.0
2025-08-31,FAC-D,02-004,02XXXX,247398.0
2025-08-31,FAC-D,02-005,02XXXX,144452.0
2025-08-31,FAC-D,02-007,02XXXX,495874.0
2025-08-31,FAC-D,02-008,02XXXX,129907.0
2025-08-31,FAC-D,02-010,02XXXX,204624.0
2025-08-31,FAC-D,02-012,02XXXX,294616.0
2025-08-31,FAC-D,02-013,02XXXX,316485.0
2025-08-31,FAC-D,02-016,02XXXX,395977.0
2025-08-31,FAC-D,02-018,02XXXX,482311.0
2025-08-31,FAC-D,02-020,02XXXX,277161.0
2025-08-31,FAC-D,02-021,02XXXX,237035.0
2025-08-31,FAC-D,02-022,02XXXX,290902.0
2025-08-31,FAC-D,02-023,02XXXX,18284.0
2025-08-31,FAC-D,02-024,02XXXX,276821.0
2025-08-31,FAC-D,03-001,03XXXX,295462.0
2025-08-31,FAC-D,03-003,03XXXX,251440.0
2025-08-31,FAC-D,03-004,03XXXX,453035.0
2025-08-31,FAC-D,03-005,03XXXX,322976.0
2025-08-31,FAC-D,03-007,03XXXX,162587.0
2025-08-31,FAC-D,03-008,03XXXX,199756.0
2025-08-31,FAC-D,03-009,03XXXX,223303.0
2025-08-31,FAC-D,03-010,03XXXX,345276.0
2025-08-31,FAC-D,03-011,03XXXX,349531.0
2025-08-31,FAC-D,03-013,03XXXX,489800.0
2025-08-31,FAC-D,03-014,03XXXX,269158.0
2025-08-31,FAC-D,03-015,03XXXX,299380.0
2025-08-31,FAC-D,04-001,04XXXX,37667.0
2025-08-31,FAC-D,04-002,04XXXX,190375.0
2025-08-31,FAC-D,04-003,04XXXX,332696.0
2025-08-31,FAC-D,04-004,04XXXX,224495.0
2025-08-31,FAC-D,04-005,04XXXX,437612.0
2025-08-31,FAC-D,04-006,04XXXX,278038.0
2025-08-31,FAC-D,04-008,04XXXX,475152.0
2025-08-31,FAC-D,04-009,04XXXX,93958.0
2025-08-31,FAC-D,04-010,04XXXX,235972.0
2025-08-31,FAC-D,04-011,04XXXX,84943.0
2025-08-31,FAC-D,04-013,04XXXX,456453.0
2025-08-31,FAC-D,04-014,04XXXX,261632.0
2025-08-31,FAC-D,04-015,04XXXX,235857.0
2025-08-31,FAC-D,04-016,04XXXX,235105.0
2025-08-31,FAC-D,04-017,04XXXX,367029.0
2025-08-31,FAC-D,04-018,04XXXX,233456.0
2025-08-31,FAC-D,04-019,04XXXX,506465.0
2025-08-31,FAC-D,04-020,04XXXX,561328.0
