PR_RESPON,PR_DONVI,P_ORGANIZATION_CODE,PR_FROMDATE,PR_TODATE,PR_TYPE,P_USER,COMPANY_NAME,TEN_DV,P_FROMDATE,P_TODATE,MAY,TEN_MAY,KHO,ITEM_NO,ITEM_NAME,LOT_NUMBER,UOM,DON_GIA,QTY,AMOUNT,REASON,COMMENTS,TRX_DATE,KHUVUC,SO_CTG
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,14157109.13,XVT-Xuất vật tư sản xuất,,30/06/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,112934799.59,XVT-Xuất vật tư sản xuất,,30/06/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,42942614.53,XVT-Xuất vật tư sản xuất,,31/07/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,139680607.48,XVT-Xuất vật tư sản xuất,,31/07/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,119366593.62,XVT-Xuất vật tư sản xuất,,31/07/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,22568747.93,XVT-Xuất vật tư sản xuất,,31/07/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,100689894.9,XVT-Xuất vật tư sản xuất,,31/07/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,58818283.96,XVT-Xuất vật tư sản xuất,,31/07/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,57993180.21,XVT-Xuất vật tư sản xuất,,31/07/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,80586275.75,XVT-Xuất vật tư sản xuất,,31/07/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,82406885.0,XVT-Xuất vật tư sản xuất,,31/07/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,30128363.15,XVT-Xuất vật tư sản xuất,,31/07/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,37765300.25,XVT-Xuất vật tư sản xuất,,31/07/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,109252789.97,XVT-Xuất vật tư sản xuất,,31/07/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,66858005.02,XVT-Xuất vật tư sản xuất,,31/07/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,113385655.74,XVT-Xuất vật tư sản xuất,,31/07/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,135940665.6,XVT-Xuất vật tư sản xuất,,31/07/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,68168860.08,XVT-Xuất vật tư sản xuất,,31/07/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,47676992.64,XVT-Xuất vật tư sản xuất,,31/07/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,78856443.86,XVT-Xuất vật tư sản xuất,,31/07/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,110275578.62,XVT-Xuất vật tư sản xuất,,31/07/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,80544870.44,XVT-Xuất vật tư sản xuất,,31/07/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,50060709.06,XVT-Xuất vật tư sản xuất,,31/07/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,35459332.2,XVT-Xuất vật tư sản xuất,,31/07/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,32888640.39,XVT-Xuất vật tư sản xuất,,31/07/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,159472241.63,XVT-Xuất vật tư sản xuất,,31/07/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,106478320.62,XVT-Xuất vật tư sản xuất,,31/07/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,20517193.09,XVT-Xuất vật tư sản xuất,,31/07/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,130339510.02,XVT-Xuất vật tư sản xuất,,31/07/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,62709731.87,XVT-Xuất vật tư sản xuất,,31/07/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,79485848.39,XVT-Xuất vật tư sản xuất,,31/07/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,64585386.33,XVT-Xuất vật tư sản xuất,,31/07/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,101278642.59,XVT-Xuất vật tư sản xuất,,31/07/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,12250758.19,XVT-Xuất vật tư sản xuất,,31/07/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,35237451.87,XVT-Xuất vật tư sản xuất,,31/07/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,29433963.73,XVT-Xuất vật tư sản xuất,,31/07/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,70791262.54,XVT-Xuất vật tư sản xuất,,31/07/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,56246579.93,XVT-Xuất vật tư sản xuất,,31/07/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,108396542.54,XVT-Xuất vật tư sản xuất,,31/07/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,151383846.18,XVT-Xuất vật tư sản xuất,,31/07/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,7322689.83,XVT-Xuất vật tư sản xuất,,31/07/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,86453778.36,XVT-Xuất vật tư sản xuất,,31/07/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,90335529.42,XVT-Xuất vật tư sản xuất,,31/07/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,111072916.45,XVT-Xuất vật tư sản xuất,,31/07/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,100097950.58,XVT-Xuất vật tư sản xuất,,31/07/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,119404670.94,XVT-Xuất vật tư sản xuất,,31/07/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,107569775.01,XVT-Xuất vật tư sản xuất,,31/07/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,6130250.55,XVT-Xuất vật tư sản xuất,,31/07/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,44912626.29,XVT-Xuất vật tư sản xuất,,31/07/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,62170781.08,XVT-Xuất vật tư sản xuất,,31/07/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,5033102.73,XVT-Xuất vật tư sản xuất,,31/07/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,38612958.03,XVT-Xuất vật tư sản xuất,,31/07/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,14164205.95,XVT-Xuất vật tư sản xuất,,31/07/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,84209659.97,XVT-Xuất vật tư sản xuất,,31/07/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,66256948.76,XVT-Xuất vật tư sản xuất,,31/07/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,155459650.56,XVT-Xuất vật tư sản xuất,,31/07/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,76211018.26,XVT-Xuất vật tư sản xuất,,31/07/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,24436271.35,XVT-Xuất vật tư sản xuất,,31/07/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,13544214.64,XVT-Xuất vật tư sản xuất,,31/07/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,47902623.06,XVT-Xuất vật tư sản xuất,,31/07/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,32833438.33,XVT-Xuất vật tư sản xuất,,31/07/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-F Factory F,,,,,,,,,,,,24867592.35,XVT-Xuất vật tư sản xuất,,31/07/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,20999814.19,XVT-Xuất vật tư sản xuất,,31/07/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,130351103.76,XVT-Xuất vật tư sản xuất,,31/07/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,132029760.44,XVT-Xuất vật tư sản xuất,,31/07/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,19440603.75,XVT-Xuất vật tư sản xuất,,31/07/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,47473061.08,XVT-Xuất vật tư sản xuất,,31/07/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,34237823.56,XVT-Xuất vật tư sản xuất,,31/07/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,7289759.04,XVT-Xuất vật tư sản xuất,,31/07/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,138363015.33,XVT-Xuất vật tư sản xuất,,31/07/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,157452754.48,XVT-Xuất vật tư sản xuất,,31/07/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-G Factory G,,,,,,,,,,,,127801306.13,XVT-Xuất vật tư sản xuất,,31/07/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,45445471.06,XVT-Xuất vật tư sản xuất,,31/07/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,60651216.22,XVT-Xuất vật tư sản xuất,,31/07/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,79163196.3,XVT-Xuất vật tư sản xuất,,31/07/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,99472902.81,XVT-Xuất vật tư sản xuất,,31/07/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,52547146.65,XVT-Xuất vật tư sản xuất,,31/07/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,135596513.04,XVT-Xuất vật tư sản xuất,,31/07/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,92840998.37,XVT-Xuất vật tư sản xuất,,31/07/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,77579698.22,XVT-Xuất vật tư sản xuất,,31/07/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,61076697.66,XVT-Xuất vật tư sản xuất,,31/07/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-H Factory H,,,,,,,,,,,,10544345.7,XVT-Xuất vật tư sản xuất,,31/07/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,171262843.74,XVT-Xuất vật tư sản xuất,,31/07/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,50819497.73,XVT-Xuất vật tư sản xuất,,31/07/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,31465771.7,XVT-Xuất vật tư sản xuất,,31/07/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,133451913.23,XVT-Xuất vật tư sản xuất,,31/07/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,107232319.02,XVT-Xuất vật tư sản xuất,,31/07/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,149154189.14,XVT-Xuất vật tư sản xuất,,31/07/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,117457872.72,XVT-Xuất vật tư sản xuất,,31/07/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,91497990.01,XVT-Xuất vật tư sản xuất,,31/07/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,31093324.39,XVT-Xuất vật tư sản xuất,,31/07/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-I Factory I,,,,,,,,,,,,161812256.34,XVT-Xuất vật tư sản xuất,,31/07/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,109763962.36,XVT-Xuất vật tư sản xuất,,31/07/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,14979712.93,XVT-Xuất vật tư sản xuất,,31/07/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,55168521.23,XVT-Xuất vật tư sản xuất,,31/07/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,53176261.94,XVT-Xuất vật tư sản xuất,,31/07/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,105122227.27,XVT-Xuất vật tư sản xuất,,31/07/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,56430930.73,XVT-Xuất vật tư sản xuất,,31/07/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,32423934.24,XVT-Xuất vật tư sản xuất,,31/07/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,53090292.31,XVT-Xuất vật tư sản xuất,,31/07/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,102434812.12,XVT-Xuất vật tư sản xuất,,31/07/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-J Factory J,,,,,,,,,,,,66315742.69,XVT-Xuất vật tư sản xuất,,31/07/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,35984992.6,XVT-Xuất vật tư sản xuất,,31/07/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,114988453.66,XVT-Xuất vật tư sản xuất,,31/07/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,24506286.59,XVT-Xuất vật tư sản xuất,,31/07/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,60630651.8,XVT-Xuất vật tư sản xuất,,31/07/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,9628684.66,XVT-Xuất vật tư sản xuất,,31/07/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,46262535.22,XVT-Xuất vật tư sản xuất,,31/07/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,90466316.35,XVT-Xuất vật tư sản xuất,,31/07/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,56070762.11,XVT-Xuất vật tư sản xuất,,31/07/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,25979486.45,XVT-Xuất vật tư sản xuất,,31/07/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-K Factory K,,,,,,,,,,,,21247226.55,XVT-Xuất vật tư sản xuất,,31/07/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,6140784.38,XVT-Xuất vật tư sản xuất,,31/07/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,22628882.65,XVT-Xuất vật tư sản xuất,,31/07/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,131400170.79,XVT-Xuất vật tư sản xuất,,31/07/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,138855894.87,XVT-Xuất vật tư sản xuất,,31/07/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,119807963.84,XVT-Xuất vật tư sản xuất,,31/07/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,142178175.74,XVT-Xuất vật tư sản xuất,,31/07/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,78721292.34,XVT-Xuất vật tư sản xuất,,31/07/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,34376595.54,XVT-Xuất vật tư sản xuất,,31/07/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,53046453.77,XVT-Xuất vật tư sản xuất,,31/07/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-L Factory L,,,,,,,,,,,,115085676.71,XVT-Xuất vật tư sản xuất,,31/07/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,160922640.37,XVT-Xuất vật tư sản xuất,,31/07/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,107202219.47,XVT-Xuất vật tư sản xuất,,31/07/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,11869438.11,XVT-Xuất vật tư sản xuất,,31/07/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,69822651.32,XVT-Xuất vật tư sản xuất,,31/07/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,133413613.16,XVT-Xuất vật tư sản xuất,,31/07/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,66464725.54,XVT-Xuất vật tư sản xuất,,31/07/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,149137224.94,XVT-Xuất vật tư sản xuất,,31/07/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,76160228.33,XVT-Xuất vật tư sản xuất,,31/07/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,146702020.75,XVT-Xuất vật tư sản xuất,,31/07/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-M Factory M,,,,,,,,,,,,132636893.07,XVT-Xuất vật tư sản xuất,,31/07/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,56156791.48,XVT-Xuất vật tư sản xuất,,31/08/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,128915059.8,XVT-Xuất vật tư sản xuất,,31/08/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,142812885.93,XVT-Xuất vật tư sản xuất,,31/08/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,107392295.34,XVT-Xuất vật tư sản xuất,,31/08/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,141057584.01,XVT-Xuất vật tư sản xuất,,31/08/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,56593081.03,XVT-Xuất vật tư sản xuất,,31/08/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,69898745.36,XVT-Xuất vật tư sản xuất,,31/08/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,79329073.93,XVT-Xuất vật tư sản xuất,,31/08/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,62009823.37,XVT-Xuất vật tư sản xuất,,31/08/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-A Factory A,,,,,,,,,,,,36148484.23,XVT-Xuất vật tư sản xuất,,31/08/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,80490017.17,XVT-Xuất vật tư sản xuất,,31/08/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,53399745.45,XVT-Xuất vật tư sản xuất,,31/08/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,72019322.23,XVT-Xuất vật tư sản xuất,,31/08/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,162360108.03,XVT-Xuất vật tư sản xuất,,31/08/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,147672210.24,XVT-Xuất vật tư sản xuất,,31/08/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,86846517.33,XVT-Xuất vật tư sản xuất,,31/08/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,90486112.22,XVT-Xuất vật tư sản xuất,,31/08/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,42945810.46,XVT-Xuất vật tư sản xuất,,31/08/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,21924307.71,XVT-Xuất vật tư sản xuất,,31/08/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-B Factory B,,,,,,,,,,,,4648124.14,XVT-Xuất vật tư sản xuất,,31/08/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,142134998.03,XVT-Xuất vật tư sản xuất,,31/08/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,117046745.04,XVT-Xuất vật tư sản xuất,,31/08/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,79817850.37,XVT-Xuất vật tư sản xuất,,31/08/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,119597656.46,XVT-Xuất vật tư sản xuất,,31/08/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,126017255.48,XVT-Xuất vật tư sản xuất,,31/08/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,157149472.23,XVT-Xuất vật tư sản xuất,,31/08/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,59815400.0,XVT-Xuất vật tư sản xuất,,31/08/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,17538274.46,XVT-Xuất vật tư sản xuất,,31/08/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,22215885.32,XVT-Xuất vật tư sản xuất,,31/08/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-C Factory C,,,,,,,,,,,,133226279.67,XVT-Xuất vật tư sản xuất,,31/08/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,64661560.81,XVT-Xuất vật tư sản xuất,,31/08/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,128857986.37,XVT-Xuất vật tư sản xuất,,31/08/2025,10201-Khu vực đóng gói,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,120645661.27,XVT-Xuất vật tư sản xuất,,31/08/2025,10301-Khu vực kho thành phẩm,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,136396032.97,XVT-Xuất vật tư sản xuất,,31/08/2025,20101-Khu vực tiện ích,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,32243594.73,XVT-Xuất vật tư sản xuất,,31/08/2025,30101-Khu vực văn phòng,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,32334504.58,XVT-Xuất vật tư sản xuất,,31/08/2025,40101-Khu vực bảo trì,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,90278759.69,XVT-Xuất vật tư sản xuất,,31/08/2025,50101-Khu vực kiểm tra chất lượng,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,32124191.52,XVT-Xuất vật tư sản xuất,,31/08/2025,60101-Khu vực xử lý nước thải,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,10950472.7,XVT-Xuất vật tư sản xuất,,31/08/2025,70101-Khu vực lò hơi,
,,,,,,,,FAC-D Factory D,,,,,,,,,,,,100185956.96,XVT-Xuất vật tư sản xuất,,31/08/2025,70501-Hệ thống sản xuất lon sữa đặc 380g - số 01,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,104720001.63,XVT-Xuất vật tư sản xuất,,31/08/2025,10101-Khu vực sản xuất chính,
,,,,,,,,FAC-E Factory E,,,,,,,,,,,,160252416.82,XVT-Xuất vật tư sản xuất,,31/08/2025,10201-Khu vực đóng gói,
