START_DATE,END_DATE,LEDGER,COST_ORGANIZATION,ITEM_NUMBER,ITEM_DESCRIPTION,CALENDAR_CODE,PERIOD_CODE,COST_MTHD_CODE,SOURCE_DESC,ORGANIZATION_CODE,REFERENCE,COST_CMPNTCLS_CODE,COST_ANALYSIS_CODE,COST_AMT,TRANS_QTY,AMOUNT,CURRENCY_CODE,PRIMARY_UOM_CODE,SUPPLIER_ORG,TRANS_DATE,PO_NUMBER,RATE,INVOICE_NUM,VENDOR_NAME,VENDOR_SITE_CODE,CUR_ORG,ITEM_TYPE
,,,,06-025,Product 06XXXX,,,,Unit Cost Adjustments,CTD,,MAT,,418612.1121,4357,390766090.74,VND,,,30/06/2025,,,,,,,FG
,,,,06-012,Product 06XXXX,,,,Batch Material Cost,CTD,,MAT,,327972.8018,1464,681514755.11,VND,,,30/06/2025,,,,,,,FG
,,,,07-012,Product 07PROU,,,,Batch Resource Cost,CTD,,MAT,,220237.2342,3217,245150578.76,VND,,,30/06/2025,,,,,,,FG
,,,,07-012,Product 07PROU,,,,Batch Material Cost,CTD,,MAT,,340452.3822,3833,782652156.74,VND,,,30/06/2025,,,,,,,FG
,,,,07-020,Product 07XXXX,,,,Batch Material Cost,CTD,,MAT,,328152.3282,3332,424049546.17,VND,,,30/06/2025,,,,,,,FG
,,,,07-025,Product 07XXXX,,,,Batch Resource Cost,CTD,,MAT,,77177.5339,2510,164719689.94,VND,,,30/06/2025,,,,,,,FG
,,,,08-026,Product 08XXXX,,,,Batch Material Cost,CTD,,MAT,,119788.1063,4413,140891234.97,VND,,,30/06/2025,,,,,,,FG
,,,,08-009,Product 08XXXX,,,,Batch Resource Cost,CTD,,MAT,,361120.9846,359,695623975.39,VND,,,30/06/2025,,,,,,,FG
,,,,01-028,Product 01XXXX,,,,Batch Material Cost,BDD,,MAT,,753300.9243,4667,707513258.67,VND,,,30/06/2025,,,,,,,FG
,,,,01-008,Product 01XXXX,,,,Batch Resource Cost,BDD,,MAT,,153061.5667,2398,327254339.67,VND,,,30/06/2025,,,,,,,FG
,,,,02-005,Product 02XXXX,,,,Batch Material Cost,BDD,,MAT,,58086.9723,3032,128272113.43,VND,,,30/06/2025,,,,,,,FG
,,,,02-018,Product 02XXXX,,,,Batch Resource Cost,BDD,,MAT,,343661.3866,2621,796857928.32,VND,,,30/06/2025,,,,,,,FG
,,,,03-028,Product 03XXXX,,,,Batch Material Cost,BDD,,MAT,,668192.7779,1271,781047977.78,VND,,,30/06/2025,,,,,,,FG
,,,,03-013,Product 03XXXX,,,,Batch Resource Cost,BDD,,MAT,,99674.8582,4661,227359389.44,VND,,,30/06/2025,,,,,,,FG
,,,,04-019,Product 04XXXX,,,,Batch Material Cost,BDD,,MAT,,207160.323,941,170092191.88,VND,,,30/06/2025,,,,,,,FG
,,,,04-027,Product 04XXXX,,,,Batch Resource Cost,BDD,,MAT,,275914.7372,106,294541437.03,VND,,,30/06/2025,,,,,,,FG
,,,,05-005,Product 05XXXX,,,,Batch Resource Cost,BDD,,MAT,,1060163.5471,2656,864408664.88,VND,,,30/06/2025,,,,,,,FG
,,,,05-024,Product 05XXXX,,,,Batch Material Cost,BDD,,MAT,,530969.1167,1161,764817187.36,VND,,,30/06/2025,,,,,,,FG
,,,,06-025,Product 06XXXX,,,,Batch Material Cost,BDD,,MAT,,586872.796,402,488461611.01,VND,,,30/06/2025,,,,,,,FG
,,,,06-024,Product 06XXXX,,,,Unit Cost Adjustments,BDD,,MAT,,222320.7241,1333,213200385.49,VND,,,30/06/2025,,,,,,,FG
,,,,07-003,Product 07PROU,,,,Batch Material Cost,BDD,,MAT,,461217.8461,2519,792826715.17,VND,,,30/06/2025,,,,,,,FG
,,,,07-013,Product 07PROU,,,,Batch Resource Cost,BDD,,MAT,,147784.6422,915,142359412.36,VND,,,30/06/2025,,,,,,,FG
,,,,07-013,Product 07XXXX,,,,Batch Material Cost,BDD,,MAT,,181067.7753,4687,357255682.2,VND,,,30/06/2025,,,,,,,FG
,,,,07-005,Product 07XXXX,,,,Batch Resource Cost,BDD,,MAT,,394244.9155,1535,674868358.88,VND,,,30/06/2025,,,,,,,FG
,,,,08-020,Product 08XXXX,,,,Batch Material Cost,BDD,,MAT,,61876.9626,4703,59152203.52,VND,,,30/06/2025,,,,,,,FG
,,,,08-015,Product 08XXXX,,,,Batch Resource Cost,BDD,,MAT,,274757.2123,4892,611974780.1,VND,,,30/06/2025,,,,,,,FG
,,,,01-020,Product 01XXXX,,,,Batch Material Cost,NAD,,MAT,,196923.395,3246,438995114.04,VND,,,30/06/2025,,,,,,,FG
,,,,01-014,Product 01XXXX,,,,Value Adjustments,NAD,,MAT,,248862.466,4279,227379807.12,VND,,,30/06/2025,,,,,,,FG
,,,,02-026,Product 02XXXX,,,,Batch Material Cost,NAD,,MAT,,58464.5217,1594,86033886.34,VND,,,30/06/2025,,,,,,,FG
,,,,02-025,Product 02XXXX,,,,Batch Resource Cost,NAD,,MAT,,36528.6491,483,78443897.99,VND,,,30/06/2025,,,,,,,FG
,,,,03-010,Product 03XXXX,,,,Batch Material Cost,NAD,,MAT,,56821.7796,2633,92122828.25,VND,,,30/06/2025,,,,,,,FG
,,,,03-002,Product 03XXXX,,,,Unit Cost Adjustments,NAD,,MAT,,418955.3872,4889,384973965.75,VND,,,30/06/2025,,,,,,,FG
,,,,04-015,Product 04XXXX,,,,Unit Cost Adjustments,NAD,,MAT,,366625.3946,538,683907182.92,VND,,,30/06/2025,,,,,,,FG
,,,,04-005,Product 04XXXX,,,,Batch Material Cost,NAD,,MAT,,134528.7101,1374,285659690.31,VND,,,30/06/2025,,,,,,,FG
,,,,05-029,Product 05XXXX,,,,Unit Cost Adjustments,NAD,,MAT,,445107.8193,536,604448283.28,VND,,,30/06/2025,,,,,,,FG
,,,,05-001,Product 05XXXX,,,,Batch Material Cost,NAD,,MAT,,90925.3755,3764,168277734.29,VND,,,30/06/2025,,,,,,,FG
,,,,06-005,Product 06XXXX,,,,Batch Material Cost,NAD,,MAT,,450470.5718,1036,568407030.37,VND,,,30/06/2025,,,,,,,FG
,,,,06-025,Product 06XXXX,,,,Batch Resource Cost,NAD,,MAT,,240453.9884,4871,336495580.28,VND,,,30/06/2025,,,,,,,FG
,,,,07-015,Product 07PROU,,,,Batch Material Cost,NAD,,MAT,,363056.4764,2556,738632197.9,VND,,,30/06/2025,,,,,,,FG
,,,,07-019,Product 07PROU,,,,Batch Resource Cost,NAD,,MAT,,155584.9369,4506,254383151.82,VND,,,30/06/2025,,,,,,,FG
,,,,07-018,Product 07XXXX,,,,Batch Material Cost,NAD,,MAT,,211522.5818,3611,303705992.53,VND,,,30/06/2025,,,,,,,FG
,,,,07-003,Product 07XXXX,,,,Batch Resource Cost,NAD,,MAT,,194969.4846,3692,371311082.44,VND,,,30/06/2025,,,,,,,FG
,,,,08-015,Product 08XXXX,,,,Batch Material Cost,NAD,,MAT,,168435.3472,125,258594081.96,VND,,,30/06/2025,,,,,,,FG
,,,,08-018,Product 08XXXX,,,,Batch Resource Cost,NAD,,MAT,,78498.5968,1033,141382092.79,VND,,,30/06/2025,,,,,,,FG
,,,,01-025,Product 01XXXX,,,,Batch Material Cost,TSD,,MAT,,148588.7267,3275,301068313.45,VND,,,30/06/2025,,,,,,,FG
,,,,01-005,Product 01XXXX,,,,Unit Cost Adjustments,TSD,,MAT,,46045.8656,1471,111340205.41,VND,,,30/06/2025,,,,,,,FG
,,,,02-021,Product 02XXXX,,,,Batch Material Cost,TSD,,MAT,,42859.8114,4728,105595921.97,VND,,,30/06/2025,,,,,,,FG
,,,,02-010,Product 02XXXX,,,,Batch Resource Cost,TSD,,MAT,,136624.6425,168,225834382.7,VND,,,30/06/2025,,,,,,,FG
,,,,03-028,Product 03XXXX,,,,Batch Material Cost,TSD,,MAT,,660425.1658,4829,653481216.09,VND,,,30/06/2025,,,,,,,FG
,,,,03-022,Product 03XXXX,,,,Batch Resource Cost,TSD,,MAT,,356134.2073,2468,464241505.1,VND,,,30/06/2025,,,,,,,FG
,,,,04-006,Product 04XXXX,,,,Batch Resource Cost,TSD,,MAT,,355093.7212,3106,828492491.83,VND,,,30/06/2025,,,,,,,FG
,,,,04-001,Product 04XXXX,,,,Batch Material Cost,TSD,,MAT,,103568.1577,2676,190549101.53,VND,,,30/06/2025,,,,,,,FG
,,,,05-019,Product 05XXXX,,,,Batch Material Cost,TSD,,MAT,,672621.4942,2497,733509742.42,VND,,,30/06/2025,,,,,,,FG
,,,,05-023,Product 05XXXX,,,,Value Adjustments,TSD,,MAT,,315629.9341,4098,477094061.99,VND,,,30/06/2025,,,,,,,FG
,,,,06-026,Product 06XXXX,,,,Batch Resource Cost,TSD,,MAT,,42584.4022,3761,73765026.03,VND,,,30/06/2025,,,,,,,FG
,,,,06-020,Product 06XXXX,,,,Batch Material Cost,TSD,,MAT,,221617.7019,3461,302004225.16,VND,,,30/06/2025,,,,,,,FG
,,,,07-001,Product 07PROU,,,,Batch Material Cost,TSD,,MAT,,228323.0267,2139,566170915.91,VND,,,30/06/2025,,,,,,,FG
,,,,07-004,Product 07PROU,,,,Unit Cost Adjustments,TSD,,MAT,,498885.02,1801,446246204.13,VND,,,30/06/2025,,,,,,,FG
,,,,07-002,Product 07XXXX,,,,Batch Material Cost,TSD,,MAT,,432079.3127,1227,827097779.3,VND,,,30/06/2025,,,,,,,FG
,,,,07-005,Product 07XXXX,,,,Batch Resource Cost,TSD,,MAT,,195926.1621,205,293351332.57,VND,,,30/06/2025,,,,,,,FG
,,,,08-012,Product 08XXXX,,,,Batch Material Cost,TSD,,MAT,,389756.8047,1060,729891707.13,VND,,,30/06/2025,,,,,,,FG
,,,,08-002,Product 08XXXX,,,,Batch Resource Cost,TSD,,MAT,,631972.3562,1991,612500083.3,VND,,,30/06/2025,,,,,,,FG
,,,,01-018,Product 01XXXX,,,,Batch Resource Cost,GKD,,MAT,,94869.9458,534,139569385.57,VND,,,30/06/2025,,,,,,,FG
,,,,01-027,Product 01XXXX,,,,Batch Material Cost,GKD,,MAT,,252348.8236,1540,534288533.65,VND,,,30/06/2025,,,,,,,FG
,,,,02-002,Product 02XXXX,,,,Batch Material Cost,GKD,,MAT,,278489.6839,480,488244295.68,VND,,,30/06/2025,,,,,,,FG
,,,,02-024,Product 02XXXX,,,,Batch Resource Cost,GKD,,MAT,,105538.7336,624,244440939.18,VND,,,30/06/2025,,,,,,,FG
,,,,03-001,Product 03XXXX,,,,Batch Material Cost,GKD,,MAT,,1083032.401,2454,894547425.33,VND,,,30/06/2025,,,,,,,FG
,,,,03-017,Product 03XXXX,,,,Batch Resource Cost,GKD,,MAT,,506659.5063,1142,893524304.35,VND,,,30/06/2025,,,,,,,FG
,,,,04-019,Product 04XXXX,,,,Batch Material Cost,GKD,,MAT,,391107.2428,4172,634329692.77,VND,,,30/06/2025,,,,,,,FG
,,,,04-003,Product 04XXXX,,,,Batch Resource Cost,GKD,,MAT,,1032572.3171,1438,861641672.7,VND,,,30/06/2025,,,,,,,FG
,,,,05-003,Product 05XXXX,,,,Batch Resource Cost,GKD,,MAT,,340534.7328,1007,646849535.86,VND,,,30/06/2025,,,,,,,FG
,,,,05-010,Product 05XXXX,,,,Batch Material Cost,GKD,,MAT,,103978.263,4747,169372417.38,VND,,,30/06/2025,,,,,,,FG
,,,,06-011,Product 06XXXX,,,,Unit Cost Adjustments,GKD,,MAT,,638251.7143,4534,705588120.34,VND,,,30/06/2025,,,,,,,FG
,,,,06-024,Product 06XXXX,,,,Batch Material Cost,GKD,,MAT,,316568.8185,3313,717477024.65,VND,,,30/06/2025,,,,,,,FG
,,,,07-004,Product 07PROU,,,,Batch Material Cost,GKD,,MAT,,31265.8208,2416,57894625.79,VND,,,30/06/2025,,,,,,,FG
,,,,07-016,Product 07PROU,,,,Unit Cost Adjustments,GKD,,MAT,,362919.9454,3718,501292145.22,VND,,,30/06/2025,,,,,,,FG
,,,,07-015,Product 07XXXX,,,,Batch Material Cost,GKD,,MAT,,433462.1177,2276,693012138.14,VND,,,30/06/2025,,,,,,,FG
,,,,07-007,Product 07XXXX,,,,Batch Resource Cost,GKD,,MAT,,80433.2876,3180,89872827.78,VND,,,30/06/2025,,,,,,,FG
,,,,08-027,Product 08XXXX,,,,Batch Material Cost,GKD,,MAT,,266142.3858,1210,663860479.44,VND,,,30/06/2025,,,,,,,FG
,,,,08-024,Product 08XXXX,,,,Unit Cost Adjustments,GKD,,MAT,,145663.7811,3220,319001025.34,VND,,,30/06/2025,,,,,,,FG
,,,,01-011,Product 01XXXX,,,,Batch Material Cost,DND,,MAT,,359329.5619,2698,804010010.56,VND,,,30/06/2025,,,,,,,FG
,,,,01-016,Product 01XXXX,,,,Value Adjustments,DND,,MAT,,342004.7869,3483,509803365.99,VND,,,30/06/2025,,,,,,,FG
,,,,02-002,Product 02XXXX,,,,Batch Material Cost,DND,,MAT,,31098.2938,3606,63410998.73,VND,,,30/06/2025,,,,,,,FG
,,,,02-006,Product 02XXXX,,,,Value Adjustments,DND,,MAT,,541809.3365,3361,659444538.84,VND,,,30/06/2025,,,,,,,FG
,,,,03-016,Product 03XXXX,,,,Batch Resource Cost,DND,,MAT,,68290.5151,1682,77926231.33,VND,,,30/06/2025,,,,,,,FG
,,,,03-008,Product 03XXXX,,,,Batch Material Cost,DND,,MAT,,261239.4956,1329,601753810.18,VND,,,30/06/2025,,,,,,,FG
,,,,04-016,Product 04XXXX,,,,Batch Material Cost,DND,,MAT,,197003.6077,3112,447971553.32,VND,,,30/06/2025,,,,,,,FG
,,,,04-023,Product 04XXXX,,,,Unit Cost Adjustments,DND,,MAT,,53005.8314,3277,113149355.06,VND,,,30/06/2025,,,,,,,FG
,,,,05-004,Product 05XXXX,,,,Batch Material Cost,DND,,MAT,,167637.0439,1823,259639976.4,VND,,,30/06/2025,,,,,,,FG
,,,,05-004,Product 05XXXX,,,,Value Adjustments,DND,,MAT,,315412.4936,4041,659264395.83,VND,,,30/06/2025,,,,,,,FG
,,,,06-012,Product 06XXXX,,,,Value Adjustments,DND,,MAT,,283880.44,2364,621337922.41,VND,,,30/06/2025,,,,,,,FG
,,,,06-020,Product 06XXXX,,,,Batch Material Cost,DND,,MAT,,369845.1524,185,756296445.6,VND,,,30/06/2025,,,,,,,FG
,,,,07-011,Product 07PROU,,,,Batch Material Cost,DND,,MAT,,428002.6709,4412,609415812.23,VND,,,30/06/2025,,,,,,,FG
,,,,07-019,Product 07PROU,,,,Value Adjustments,DND,,MAT,,303133.3757,2344,713465156.85,VND,,,30/06/2025,,,,,,,FG
,,,,07-009,Product 07XXXX,,,,Batch Material Cost,DND,,MAT,,334603.6913,3970,755389009.72,VND,,,30/06/2025,,,,,,,FG
,,,,07-020,Product 07XXXX,,,,Batch Resource Cost,DND,,MAT,,70582.2244,1921,127032063.3,VND,,,30/06/2025,,,,,,,FG
,,,,08-011,Product 08XXXX,,,,Batch Resource Cost,DND,,MAT,,286554.8142,1116,683703616.63,VND,,,30/06/2025,,,,,,,FG
,,,,08-007,Product 08XXXX,,,,Unit Cost Adjustments,DND,,MAT,,191905.7869,188,325425439.05,VND,,,30/06/2025,,,,,,,FG
,,,,01-020,Product 01XXXX,,,,Batch Resource Cost,SBD,,MAT,,335601.7398,1798,810388780.57,VND,,,30/06/2025,,,,,,,FG
,,,,01-002,Product 01XXXX,,,,Batch Material Cost,SBD,,MAT,,266052.4367,3393,518560084.9,VND,,,30/06/2025,,,,,,,FG
,,,,02-016,Product 02XXXX,,,,Batch Resource Cost,SBD,,MAT,,268758.7056,1661,310581271.09,VND,,,30/06/2025,,,,,,,FG
,,,,02-023,Product 02XXXX,,,,Batch Material Cost,SBD,,MAT,,281532.6986,993,418060952.59,VND,,,30/06/2025,,,,,,,FG
,,,,03-021,Product 03XXXX,,,,Batch Material Cost,SBD,,MAT,,421821.0827,4410,744075960.95,VND,,,30/06/2025,,,,,,,FG
,,,,03-024,Product 03XXXX,,,,Unit Cost Adjustments,SBD,,MAT,,198721.9305,2126,355568666.85,VND,,,30/06/2025,,,,,,,FG
,,,,04-006,Product 04XXXX,,,,Value Adjustments,SBD,,MAT,,722110.0888,3108,889203793.36,VND,,,30/06/2025,,,,,,,FG
,,,,04-025,Product 04XXXX,,,,Batch Material Cost,SBD,,MAT,,162555.6124,3671,404647515.92,VND,,,30/06/2025,,,,,,,FG
,,,,05-005,Product 05XXXX,,,,Batch Material Cost,SBD,,MAT,,639943.8065,3421,878993175.39,VND,,,30/06/2025,,,,,,,FG
,,,,05-006,Product 05XXXX,,,,Batch Resource Cost,SBD,,MAT,,167817.9774,103,278452115.96,VND,,,30/06/2025,,,,,,,FG
,,,,06-022,Product 06XXXX,,,,Batch Material Cost,SBD,,MAT,,254409.2961,3607,330613266.15,VND,,,30/06/2025,,,,,,,FG
,,,,06-005,Product 06XXXX,,,,Batch Resource Cost,SBD,,MAT,,441862.944,1984,645673017.98,VND,,,30/06/2025,,,,,,,FG
,,,,07-008,Product 07PROU,,,,Batch Material Cost,SBD,,MAT,,46718.8033,2760,75062237.25,VND,,,30/06/2025,,,,,,,FG
,,,,07-017,Product 07PROU,,,,Batch Resource Cost,SBD,,MAT,,133537.5201,3786,211506794.98,VND,,,30/06/2025,,,,,,,FG
,,,,07-012,Product 07XXXX,,,,Batch Resource Cost,SBD,,MAT,,53331.1647,4332,104296827.75,VND,,,30/06/2025,,,,,,,FG
,,,,07-029,Product 07XXXX,,,,Batch Material Cost,SBD,,MAT,,427241.8978,4202,801138582.06,VND,,,30/06/2025,,,,,,,FG
,,,,08-005,Product 08XXXX,,,,Unit Cost Adjustments,SBD,,MAT,,27101.4594,2864,60105180.16,VND,,,30/06/2025,,,,,,,FG
,,,,08-001,Product 08XXXX,,,,Batch Material Cost,SBD,,MAT,,250037.6127,4424,550659778.09,VND,,,30/06/2025,,,,,,,FG
,,,,01-013,Product 01XXXX,,,,Batch Material Cost,VND,,MAT,,112730.5694,3929,145036813.85,VND,,,30/06/2025,,,,,,,FG
,,,,01-017,Product 01XXXX,,,,Batch Resource Cost,VND,,MAT,,337495.355,1080,678463609.28,VND,,,30/06/2025,,,,,,,FG
,,,,02-015,Product 02XXXX,,,,Batch Resource Cost,VND,,MAT,,221127.4613,2876,511831944.43,VND,,,30/06/2025,,,,,,,FG
,,,,02-015,Product 02XXXX,,,,Batch Material Cost,VND,,MAT,,375695.956,4595,847615188.48,VND,,,30/06/2025,,,,,,,FG
,,,,03-015,Product 03XXXX,,,,Batch Resource Cost,VND,,MAT,,520804.0745,4773,748751214.03,VND,,,30/06/2025,,,,,,,FG
,,,,03-016,Product 03XXXX,,,,Batch Material Cost,VND,,MAT,,116236.9949,4839,237000446.96,VND,,,30/06/2025,,,,,,,FG
,,,,04-012,Product 04XXXX,,,,Batch Resource Cost,VND,,MAT,,519922.9137,333,944334087.19,VND,,,30/06/2025,,,,,,,FG
,,,,04-028,Product 04XXXX,,,,Batch Material Cost,VND,,MAT,,240463.0276,1923,212852876.44,VND,,,30/06/2025,,,,,,,FG
,,,,05-005,Product 05XXXX,,,,Batch Material Cost,VND,,MAT,,182037.9029,2530,314243120.63,VND,,,30/06/2025,,,,,,,FG
,,,,05-026,Product 05XXXX,,,,Batch Resource Cost,VND,,MAT,,231913.2771,1252,476282616.92,VND,,,30/06/2025,,,,,,,FG
,,,,06-005,Product 06XXXX,,,,Batch Material Cost,VND,,MAT,,256584.5363,3164,327866479.57,VND,,,30/06/2025,,,,,,,FG
,,,,06-013,Product 06XXXX,,,,Batch Resource Cost,VND,,MAT,,412771.9586,3058,372316100.83,VND,,,30/06/2025,,,,,,,FG
,,,,07-003,Product 07PROU,,,,Batch Material Cost,VND,,MAT,,278809.0538,2189,693031190.55,VND,,,30/06/2025,,,,,,,FG
,,,,07-013,Product 07PROU,,,,Value Adjustments,VND,,MAT,,117389.6386,598,195468164.27,VND,,,30/06/2025,,,,,,,FG
,,,,07-009,Product 07XXXX,,,,Batch Material Cost,VND,,MAT,,214122.0494,1344,316014642.09,VND,,,30/06/2025,,,,,,,FG
,,,,07-020,Product 07XXXX,,,,Batch Resource Cost,VND,,MAT,,269338.7331,4759,611835989.01,VND,,,30/06/2025,,,,,,,FG
,,,,08-017,Product 08XXXX,,,,Batch Material Cost,VND,,MAT,,69485.3018,572,165197810.07,VND,,,30/06/2025,,,,,,,FG
,,,,08-003,Product 08XXXX,,,,Batch Resource Cost,VND,,MAT,,350274.7028,457,565067331.39,VND,,,30/06/2025,,,,,,,FG
,,,,01-004,Product 01XXXX,,,,Batch Material Cost,LMD,,MAT,,472548.4834,1150,849410467.11,VND,,,30/06/2025,,,,,,,FG
,,,,01-008,Product 01XXXX,,,,Batch Resource Cost,LMD,,MAT,,301334.2634,4808,282122306.96,VND,,,30/06/2025,,,,,,,FG
,,,,02-023,Product 02XXXX,,,,Batch Material Cost,LMD,,MAT,,187777.7549,4553,442074917.56,VND,,,30/06/2025,,,,,,,FG
,,,,02-026,Product 02XXXX,,,,Batch Resource Cost,LMD,,MAT,,111495.2308,4977,219371465.31,VND,,,30/06/2025,,,,,,,FG
,,,,03-013,Product 03XXXX,,,,Batch Material Cost,LMD,,MAT,,214088.116,1296,291242476.13,VND,,,30/06/2025,,,,,,,FG
,,,,03-027,Product 03XXXX,,,,Batch Resource Cost,LMD,,MAT,,269275.5667,2720,478805964.91,VND,,,30/06/2025,,,,,,,FG
,,,,04-029,Product 04XXXX,,,,Batch Material Cost,LMD,,MAT,,162959.7778,3900,364576128.78,VND,,,30/06/2025,,,,,,,FG
,,,,04-016,Product 04XXXX,,,,Unit Cost Adjustments,LMD,,MAT,,281187.3155,3161,601473110.74,VND,,,30/06/2025,,,,,,,FG
,,,,05-020,Product 05XXXX,,,,Batch Material Cost,LMD,,MAT,,126689.8401,2271,206740441.83,VND,,,30/06/2025,,,,,,,FG
,,,,05-017,Product 05XXXX,,,,Batch Resource Cost,LMD,,MAT,,354155.2999,4107,873431432.06,VND,,,30/06/2025,,,,,,,FG
,,,,06-005,Product 06XXXX,,,,Batch Material Cost,LMD,,MAT,,188018.1908,1030,335732458.07,VND,,,30/06/2025,,,,,,,FG
,,,,06-010,Product 06XXXX,,,,Batch Resource Cost,LMD,,MAT,,59260.5076,4881,107556070.66,VND,,,30/06/2025,,,,,,,FG
,,,,07-002,Product 07PROU,,,,Batch Resource Cost,LMD,,MAT,,580142.1719,3703,760231668.42,VND,,,30/06/2025,,,,,,,FG
,,,,07-008,Product 07PROU,,,,Batch Material Cost,LMD,,MAT,,319767.2525,2826,661803050.76,VND,,,30/06/2025,,,,,,,FG
,,,,07-004,Product 07XXXX,,,,Batch Resource Cost,LMD,,MAT,,393245.1003,230,762027761.83,VND,,,30/06/2025,,,,,,,FG
,,,,07-026,Product 07XXXX,,,,Batch Material Cost,LMD,,MAT,,882413.7373,1166,806772789.99,VND,,,30/06/2025,,,,,,,FG
,,,,08-009,Product 08XXXX,,,,Batch Material Cost,LMD,,MAT,,142355.8202,4414,312809370.48,VND,,,30/06/2025,,,,,,,FG
,,,,08-024,Product 08XXXX,,,,Batch Resource Cost,LMD,,MAT,,648634.9374,4503,697404522.75,VND,,,30/06/2025,,,,,,,FG
,,,,01-002,Product 01XXXX,,,,Batch Material Cost,TND,,MAT,,116979.0219,181,210976124.35,VND,,,31/07/2025,,,,,,,FG
,,,,01-017,Product 01XXXX,,,,Batch Resource Cost,TND,,MAT,,92523.003,3861,103397714.33,VND,,,31/07/2025,,,,,,,FG
,,,,02-003,Product 02XXXX,,,,Batch Material Cost,TND,,MAT,,241310.8549,3894,469254706.21,VND,,,31/07/2025,,,,,,,FG
,,,,02-011,Product 02XXXX,,,,Batch Resource Cost,TND,,MAT,,374732.0828,842,661161715.18,VND,,,31/07/2025,,,,,,,FG
,,,,03-003,Product 03XXXX,,,,Batch Material Cost,TND,,MAT,,111101.9329,2616,249775932.23,VND,,,31/07/2025,,,,,,,FG
,,,,03-023,Product 03XXXX,,,,Batch Resource Cost,TND,,MAT,,242370.3535,1825,428196765.43,VND,,,31/07/2025,,,,,,,FG
,,,,04-016,Product 04XXXX,,,,Batch Material Cost,TND,,MAT,,93565.1404,559,77950101.79,VND,,,31/07/2025,,,,,,,FG
,,,,04-028,Product 04XXXX,,,,Batch Resource Cost,TND,,MAT,,204925.5798,1468,271032886.05,VND,,,31/07/2025,,,,,,,FG
,,,,05-027,Product 05XXXX,,,,Batch Resource Cost,TND,,MAT,,469700.0205,3089,540958266.64,VND,,,31/07/2025,,,,,,,FG
,,,,05-029,Product 05XXXX,,,,Batch Material Cost,TND,,MAT,,307412.8147,3769,712581462.6,VND,,,31/07/2025,,,,,,,FG
,,,,06-028,Product 06XXXX,,,,Value Adjustments,TND,,MAT,,769596.3548,2481,695972135.06,VND,,,31/07/2025,,,,,,,FG
,,,,06-008,Product 06XXXX,,,,Batch Material Cost,TND,,MAT,,263998.5462,3633,469278584.08,VND,,,31/07/2025,,,,,,,FG
,,,,07-009,Product 07PROU,,,,Value Adjustments,TND,,MAT,,112280.3812,4004,138654946.51,VND,,,31/07/2025,,,,,,,FG
,,,,07-013,Product 07PROU,,,,Batch Resource Cost,TND,,MAT,,222984.1296,4692,448248344.59,VND,,,31/07/2025,,,,,,,FG
,,,,07-002,Product 07XXXX,,,,Batch Material Cost,TND,,MAT,,205530.5968,1589,408578550.49,VND,,,31/07/2025,,,,,,,FG
,,,,07-021,Product 07XXXX,,,,Batch Resource Cost,TND,,MAT,,711789.538,2068,649754967.46,VND,,,31/07/2025,,,,,,,FG
,,,,08-007,Product 08XXXX,,,,Batch Resource Cost,TND,,MAT,,331558.5834,2825,536591845.9,VND,,,31/07/2025,,,,,,,FG
,,,,08-007,Product 08XXXX,,,,Batch Material Cost,TND,,MAT,,207879.0588,4041,269700634.24,VND,,,31/07/2025,,,,,,,FG
,,,,01-028,Product 01XXXX,,,,Batch Material Cost,TTD,,MAT,,266381.6033,4082,528965914.92,VND,,,31/07/2025,,,,,,,FG
,,,,01-018,Product 01XXXX,,,,Unit Cost Adjustments,TTD,,MAT,,506877.0072,1097,814967786.49,VND,,,31/07/2025,,,,,,,FG
,,,,02-022,Product 02XXXX,,,,Batch Material Cost,TTD,,MAT,,132179.8694,3532,208344761.44,VND,,,31/07/2025,,,,,,,FG
,,,,02-022,Product 02XXXX,,,,Batch Resource Cost,TTD,,MAT,,204297.2776,3930,236441833.04,VND,,,31/07/2025,,,,,,,FG
,,,,03-008,Product 03XXXX,,,,Batch Material Cost,TTD,,MAT,,215363.581,1506,534594804.68,VND,,,31/07/2025,,,,,,,FG
,,,,03-008,Product 03XXXX,,,,Batch Resource Cost,TTD,,MAT,,381689.3479,3881,840147665.96,VND,,,31/07/2025,,,,,,,FG
,,,,04-014,Product 04XXXX,,,,Batch Material Cost,TTD,,MAT,,539412.2288,4881,858208309.19,VND,,,31/07/2025,,,,,,,FG
,,,,04-020,Product 04XXXX,,,,Batch Resource Cost,TTD,,MAT,,71275.8284,3950,61861984.47,VND,,,31/07/2025,,,,,,,FG
,,,,05-019,Product 05XXXX,,,,Batch Material Cost,TTD,,MAT,,139711.4836,3964,340388629.66,VND,,,31/07/2025,,,,,,,FG
,,,,05-018,Product 05XXXX,,,,Batch Resource Cost,TTD,,MAT,,314802.1944,3171,375635723.05,VND,,,31/07/2025,,,,,,,FG
,,,,06-003,Product 06XXXX,,,,Batch Material Cost,TTD,,MAT,,579095.4911,1451,887622399.78,VND,,,31/07/2025,,,,,,,FG
,,,,06-016,Product 06XXXX,,,,Batch Resource Cost,TTD,,MAT,,231768.0066,1763,464794946.73,VND,,,31/07/2025,,,,,,,FG
,,,,07-018,Product 07PROU,,,,Batch Resource Cost,TTD,,MAT,,475700.8083,3119,561887157.11,VND,,,31/07/2025,,,,,,,FG
