P_RESP_ID,P_ORGANIZATION_CODE,P_PERIOD,P_CATEGORY_SET_NAME,P_ITEM_TYPE,P_BATCH_STATUS,P_ITEM_FROM,P_ITEM_TO,PERIOD,OPERATING_UNIT,ORGANIZATION_NAME,ITEM_TYPE,CATEGORY,CAT,ITEM,ITEM_DESCRIPTION,UOM,QTY,QTY_KG,ACC_QTY,ACC_QTY_KG,SUM_QTY_PER_CAT,SUM_QTY_KG_PER_CAT,SUM_ACC_QTY_PER_CAT,SUM_ACC_QTY_KG_PER_CAT,SUM_QTY_KG_PER_ORG,SUM_ACC_QTY_KG_PER_ORG,XDO_USER_NAME
,,2024-05-31,,,,,,2024-05-31,FAC-H-Unit-241,Factory H NM,FG,,,02-013,Product 02-013,KG,46747.0,23373.73,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-H-Unit-241,Factory H NM,FG,,,08-007,Product 08-007,KG,19115.0,9557.28,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-I-Unit-247,Factory I NM,FG,,,03-014,Product 03-014,KG,44315.0,22157.31,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-I-Unit-247,Factory I NM,FG,,,04-002,Product 04-002,KG,76609.0,38304.37,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-I-Unit-247,Factory I NM,FG,,,08-002,Product 08-002,KG,82497.0,41248.71,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-I-Unit-247,Factory I NM,FG,,,04-012,Product 04-012,KG,67841.0,33920.61,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-I-Unit-247,Factory I NM,FG,,,04-007,Product 04-007,KG,50151.0,25075.45,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-J-Unit-242,Factory J NM,FG,,,06-009,Product 06-009,KG,36310.0,18154.91,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-J-Unit-242,Factory J NM,FG,,,02-012,Product 02-012,KG,33472.0,16735.81,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-J-Unit-242,Factory J NM,FG,,,02-010,Product 02-010,KG,26203.0,13101.47,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-J-Unit-242,Factory J NM,FG,,,08-004,Product 08-004,KG,42083.0,21041.34,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-J-Unit-242,Factory J NM,FG,,,04-008,Product 04-008,KG,66683.0,33341.48,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-K-Unit-243,Factory K NM,FG,,,04-012,Product 04-012,KG,42232.0,21116.11,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-K-Unit-243,Factory K NM,FG,,,07-009,Product 07-009,KG,13583.0,6791.64,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-K-Unit-243,Factory K NM,FG,,,07-005,Product 07-005,KG,18340.0,9169.93,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-K-Unit-243,Factory K NM,FG,,,02-015,Product 02-015,KG,45691.0,22845.27,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-K-Unit-243,Factory K NM,FG,,,06-011,Product 06-011,KG,35337.0,17668.38,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-L-Unit-248,Factory L NM,FG,,,03-003,Product 03-003,KG,7107.0,3553.46,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-L-Unit-248,Factory L NM,FG,,,07-003,Product 07-003,KG,12007.0,6003.64,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-L-Unit-248,Factory L NM,FG,,,08-003,Product 08-003,KG,68110.0,34055.12,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-L-Unit-248,Factory L NM,FG,,,04-012,Product 04-012,KG,8952.0,4475.94,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-L-Unit-248,Factory L NM,FG,,,02-008,Product 02-008,KG,60345.0,30172.53,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-M-Unit-250,Factory M NM,FG,,,05-013,Product 05-013,KG,97580.0,48789.76,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-M-Unit-250,Factory M NM,FG,,,08-004,Product 08-004,KG,87313.0,43656.58,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-M-Unit-250,Factory M NM,FG,,,06-010,Product 06-010,KG,39529.0,19764.42,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-M-Unit-250,Factory M NM,FG,,,02-005,Product 02-005,KG,84033.0,42016.39,,,,,,,,,
,,2024-05-31,,,,,,2024-05-31,FAC-M-Unit-250,Factory M NM,FG,,,06-015,Product 06-015,KG,74183.0,37091.34,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-A-Unit-240,Factory A NM,FG,,,04-003,Product 04-003,KG,99623.0,49811.39,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-A-Unit-240,Factory A NM,FG,,,01-012,Product 01-012,KG,48706.0,24352.82,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-A-Unit-240,Factory A NM,FG,,,08-006,Product 08-006,KG,96453.0,48226.64,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-A-Unit-240,Factory A NM,FG,,,02-009,Product 02-009,KG,40769.0,20384.36,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-A-Unit-240,Factory A NM,FG,,,02-011,Product 02-011,KG,4577.0,2288.43,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-B-Unit-251,Factory B NM,FG,,,04-008,Product 04-008,KG,38063.0,19031.26,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-B-Unit-251,Factory B NM,FG,,,02-006,Product 02-006,KG,54397.0,27198.67,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-B-Unit-251,Factory B NM,FG,,,06-009,Product 06-009,KG,43408.0,21704.13,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-B-Unit-251,Factory B NM,FG,,,07-003,Product 07-003,KG,29854.0,14927.07,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-B-Unit-251,Factory B NM,FG,,,02-005,Product 02-005,KG,90603.0,45301.29,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-C-Unit-244,Factory C NM,FG,,,02-007,Product 02-007,KG,99926.0,49963.06,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-C-Unit-244,Factory C NM,FG,,,01-004,Product 01-004,KG,65948.0,32974.21,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-C-Unit-244,Factory C NM,FG,,,05-001,Product 05-001,KG,38496.0,19248.15,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-C-Unit-244,Factory C NM,FG,,,05-015,Product 05-015,KG,34511.0,17255.58,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-C-Unit-244,Factory C NM,FG,,,06-002,Product 06-002,KG,93297.0,46648.56,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-D-Unit-252,Factory D NM,FG,,,07-006,Product 07-006,KG,88991.0,44495.26,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-D-Unit-252,Factory D NM,FG,,,02-005,Product 02-005,KG,34628.0,17314.08,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-D-Unit-252,Factory D NM,FG,,,03-012,Product 03-012,KG,20796.0,10398.18,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-D-Unit-252,Factory D NM,FG,,,04-010,Product 04-010,KG,72124.0,36062.22,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-D-Unit-252,Factory D NM,FG,,,08-012,Product 08-012,KG,33269.0,16634.42,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-E-Unit-246,Factory E NM,FG,,,07-002,Product 07-002,KG,38586.0,19293.13,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-E-Unit-246,Factory E NM,FG,,,02-015,Product 02-015,KG,78360.0,39179.87,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-E-Unit-246,Factory E NM,FG,,,01-004,Product 01-004,KG,49968.0,24983.87,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-E-Unit-246,Factory E NM,FG,,,08-008,Product 08-008,KG,88720.0,44359.84,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-E-Unit-246,Factory E NM,FG,,,08-006,Product 08-006,KG,59833.0,29916.65,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-F-Unit-249,Factory F NM,FG,,,07-005,Product 07-005,KG,34219.0,17109.35,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-F-Unit-249,Factory F NM,FG,,,06-010,Product 06-010,KG,10980.0,5489.96,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-F-Unit-249,Factory F NM,FG,,,08-002,Product 08-002,KG,59393.0,29696.42,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-F-Unit-249,Factory F NM,FG,,,06-013,Product 06-013,KG,59416.0,29708.23,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-F-Unit-249,Factory F NM,FG,,,01-010,Product 01-010,KG,50393.0,25196.49,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-G-Unit-245,Factory G NM,FG,,,03-014,Product 03-014,KG,85714.0,42857.01,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-G-Unit-245,Factory G NM,FG,,,07-002,Product 07-002,KG,72663.0,36331.46,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-G-Unit-245,Factory G NM,FG,,,05-012,Product 05-012,KG,80505.0,40252.72,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-G-Unit-245,Factory G NM,FG,,,01-014,Product 01-014,KG,94415.0,47207.58,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-G-Unit-245,Factory G NM,FG,,,01-010,Product 01-010,KG,24766.0,12383.13,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-H-Unit-241,Factory H NM,FG,,,05-004,Product 05-004,KG,98218.0,49109.02,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-H-Unit-241,Factory H NM,FG,,,04-007,Product 04-007,KG,11041.0,5520.68,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-H-Unit-241,Factory H NM,FG,,,06-005,Product 06-005,KG,27418.0,13708.94,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-H-Unit-241,Factory H NM,FG,,,07-013,Product 07-013,KG,10426.0,5212.94,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-H-Unit-241,Factory H NM,FG,,,03-010,Product 03-010,KG,28816.0,14407.94,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-I-Unit-247,Factory I NM,FG,,,03-011,Product 03-011,KG,45445.0,22722.68,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-I-Unit-247,Factory I NM,FG,,,02-009,Product 02-009,KG,18882.0,9440.98,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-I-Unit-247,Factory I NM,FG,,,06-011,Product 06-011,KG,73540.0,36769.92,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-I-Unit-247,Factory I NM,FG,,,02-008,Product 02-008,KG,20082.0,10041.09,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-I-Unit-247,Factory I NM,FG,,,06-004,Product 06-004,KG,35971.0,17985.35,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-J-Unit-242,Factory J NM,FG,,,07-009,Product 07-009,KG,30024.0,15012.07,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-J-Unit-242,Factory J NM,FG,,,03-006,Product 03-006,KG,60760.0,30380.19,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-J-Unit-242,Factory J NM,FG,,,08-008,Product 08-008,KG,96604.0,48302.07,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-J-Unit-242,Factory J NM,FG,,,02-010,Product 02-010,KG,79738.0,39868.91,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-J-Unit-242,Factory J NM,FG,,,05-014,Product 05-014,KG,34624.0,17312.24,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-K-Unit-243,Factory K NM,FG,,,06-005,Product 06-005,KG,37947.0,18973.69,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-K-Unit-243,Factory K NM,FG,,,05-007,Product 05-007,KG,28681.0,14340.46,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-K-Unit-243,Factory K NM,FG,,,04-009,Product 04-009,KG,46518.0,23259.12,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-K-Unit-243,Factory K NM,FG,,,05-004,Product 05-004,KG,81099.0,40549.51,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-K-Unit-243,Factory K NM,FG,,,02-005,Product 02-005,KG,46717.0,23358.68,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-L-Unit-248,Factory L NM,FG,,,05-001,Product 05-001,KG,70451.0,35225.56,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-L-Unit-248,Factory L NM,FG,,,07-012,Product 07-012,KG,85633.0,42816.73,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-L-Unit-248,Factory L NM,FG,,,04-012,Product 04-012,KG,63963.0,31981.66,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-L-Unit-248,Factory L NM,FG,,,06-005,Product 06-005,KG,26939.0,13469.65,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-L-Unit-248,Factory L NM,FG,,,01-001,Product 01-001,KG,86440.0,43220.19,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-M-Unit-250,Factory M NM,FG,,,06-013,Product 06-013,KG,60739.0,30369.4,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-M-Unit-250,Factory M NM,FG,,,01-005,Product 01-005,KG,24824.0,12412.01,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-M-Unit-250,Factory M NM,FG,,,01-010,Product 01-010,KG,27874.0,13936.78,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-M-Unit-250,Factory M NM,FG,,,01-004,Product 01-004,KG,87669.0,43834.35,,,,,,,,,
,,2024-06-30,,,,,,2024-06-30,FAC-M-Unit-250,Factory M NM,FG,,,02-011,Product 02-011,KG,13204.0,6601.96,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-A-Unit-240,Factory A NM,FG,,,04-006,Product 04-006,KG,34652.0,17325.82,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-A-Unit-240,Factory A NM,FG,,,08-005,Product 08-005,KG,39898.0,19949.05,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-A-Unit-240,Factory A NM,FG,,,01-013,Product 01-013,KG,57960.0,28979.97,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-A-Unit-240,Factory A NM,FG,,,06-005,Product 06-005,KG,49032.0,24515.92,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-A-Unit-240,Factory A NM,FG,,,04-008,Product 04-008,KG,39414.0,19707.19,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-B-Unit-251,Factory B NM,FG,,,01-015,Product 01-015,KG,16637.0,8318.71,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-B-Unit-251,Factory B NM,FG,,,02-015,Product 02-015,KG,67277.0,33638.71,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-B-Unit-251,Factory B NM,FG,,,05-001,Product 05-001,KG,91437.0,45718.27,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-B-Unit-251,Factory B NM,FG,,,03-011,Product 03-011,KG,54138.0,27068.87,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-B-Unit-251,Factory B NM,FG,,,08-008,Product 08-008,KG,30289.0,15144.34,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-C-Unit-244,Factory C NM,FG,,,02-013,Product 02-013,KG,63895.0,31947.33,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-C-Unit-244,Factory C NM,FG,,,07-012,Product 07-012,KG,41019.0,20509.31,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-C-Unit-244,Factory C NM,FG,,,02-009,Product 02-009,KG,13792.0,6896.01,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-C-Unit-244,Factory C NM,FG,,,05-006,Product 05-006,KG,30787.0,15393.59,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-C-Unit-244,Factory C NM,FG,,,06-014,Product 06-014,KG,97877.0,48938.67,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-D-Unit-252,Factory D NM,FG,,,08-015,Product 08-015,KG,92145.0,46072.55,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-D-Unit-252,Factory D NM,FG,,,04-005,Product 04-005,KG,30150.0,15074.97,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-D-Unit-252,Factory D NM,FG,,,04-002,Product 04-002,KG,17178.0,8588.95,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-D-Unit-252,Factory D NM,FG,,,04-008,Product 04-008,KG,36350.0,18175.0,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-D-Unit-252,Factory D NM,FG,,,02-003,Product 02-003,KG,79639.0,39819.57,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-E-Unit-246,Factory E NM,FG,,,04-007,Product 04-007,KG,3903.0,1951.57,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-E-Unit-246,Factory E NM,FG,,,07-004,Product 07-004,KG,51541.0,25770.49,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-E-Unit-246,Factory E NM,FG,,,05-005,Product 05-005,KG,77796.0,38897.9,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-E-Unit-246,Factory E NM,FG,,,03-014,Product 03-014,KG,12152.0,6075.84,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-E-Unit-246,Factory E NM,FG,,,06-014,Product 06-014,KG,90474.0,45237.13,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-F-Unit-249,Factory F NM,FG,,,02-004,Product 02-004,KG,33849.0,16924.38,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-F-Unit-249,Factory F NM,FG,,,06-002,Product 06-002,KG,93365.0,46682.34,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-F-Unit-249,Factory F NM,FG,,,04-013,Product 04-013,KG,31796.0,15898.22,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-F-Unit-249,Factory F NM,FG,,,04-007,Product 04-007,KG,94103.0,47051.51,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-F-Unit-249,Factory F NM,FG,,,02-008,Product 02-008,KG,26513.0,13256.56,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-G-Unit-245,Factory G NM,FG,,,03-009,Product 03-009,KG,5050.0,2524.89,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-G-Unit-245,Factory G NM,FG,,,02-004,Product 02-004,KG,97288.0,48644.04,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-G-Unit-245,Factory G NM,FG,,,04-004,Product 04-004,KG,67869.0,33934.56,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-G-Unit-245,Factory G NM,FG,,,08-015,Product 08-015,KG,43122.0,21561.04,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-G-Unit-245,Factory G NM,FG,,,05-001,Product 05-001,KG,15855.0,7927.39,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-H-Unit-241,Factory H NM,FG,,,04-011,Product 04-011,KG,39219.0,19609.72,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-H-Unit-241,Factory H NM,FG,,,05-013,Product 05-013,KG,60654.0,30327.14,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-H-Unit-241,Factory H NM,FG,,,02-003,Product 02-003,KG,58858.0,29429.2,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-H-Unit-241,Factory H NM,FG,,,07-008,Product 07-008,KG,64371.0,32185.33,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-H-Unit-241,Factory H NM,FG,,,06-002,Product 06-002,KG,36478.0,18239.08,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-I-Unit-247,Factory I NM,FG,,,01-014,Product 01-014,KG,54443.0,27221.38,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-I-Unit-247,Factory I NM,FG,,,03-009,Product 03-009,KG,57127.0,28563.62,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-I-Unit-247,Factory I NM,FG,,,05-006,Product 05-006,KG,70613.0,35306.35,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-I-Unit-247,Factory I NM,FG,,,04-004,Product 04-004,KG,99688.0,49844.25,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-I-Unit-247,Factory I NM,FG,,,02-015,Product 02-015,KG,5297.0,2648.55,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-J-Unit-242,Factory J NM,FG,,,06-001,Product 06-001,KG,92771.0,46385.37,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-J-Unit-242,Factory J NM,FG,,,06-007,Product 06-007,KG,34178.0,17088.87,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-J-Unit-242,Factory J NM,FG,,,05-015,Product 05-015,KG,24020.0,12010.03,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-J-Unit-242,Factory J NM,FG,,,03-007,Product 03-007,KG,47498.0,23748.89,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-J-Unit-242,Factory J NM,FG,,,03-003,Product 03-003,KG,19574.0,9786.99,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-K-Unit-243,Factory K NM,FG,,,07-011,Product 07-011,KG,59405.0,29702.26,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-K-Unit-243,Factory K NM,FG,,,02-010,Product 02-010,KG,31641.0,15820.31,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-K-Unit-243,Factory K NM,FG,,,05-005,Product 05-005,KG,64705.0,32352.33,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-K-Unit-243,Factory K NM,FG,,,02-002,Product 02-002,KG,83290.0,41645.14,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-K-Unit-243,Factory K NM,FG,,,05-004,Product 05-004,KG,99811.0,49905.49,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-L-Unit-248,Factory L NM,FG,,,08-003,Product 08-003,KG,42776.0,21387.94,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-L-Unit-248,Factory L NM,FG,,,08-010,Product 08-010,KG,91579.0,45789.32,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-L-Unit-248,Factory L NM,FG,,,06-008,Product 06-008,KG,82768.0,41383.96,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-L-Unit-248,Factory L NM,FG,,,06-003,Product 06-003,KG,18338.0,9168.94,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-L-Unit-248,Factory L NM,FG,,,01-011,Product 01-011,KG,58486.0,29243.0,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-M-Unit-250,Factory M NM,FG,,,06-010,Product 06-010,KG,92039.0,46019.46,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-M-Unit-250,Factory M NM,FG,,,01-007,Product 01-007,KG,12839.0,6419.68,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-M-Unit-250,Factory M NM,FG,,,03-011,Product 03-011,KG,86945.0,43472.36,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-M-Unit-250,Factory M NM,FG,,,04-002,Product 04-002,KG,55336.0,27667.99,,,,,,,,,
,,2024-07-31,,,,,,2024-07-31,FAC-M-Unit-250,Factory M NM,FG,,,03-012,Product 03-012,KG,5828.0,2913.75,,,,,,,,,
,,2024-08-31,,,,,,2024-08-31,FAC-A-Unit-240,Factory A NM,FG,,,06-001,Product 06-001,KG,20373.0,10186.49,,,,,,,,,
,,2024-08-31,,,,,,2024-08-31,FAC-A-Unit-240,Factory A NM,FG,,,04-008,Product 04-008,KG,83209.0,41604.43,,,,,,,,,
,,2024-08-31,,,,,,2024-08-31,FAC-A-Unit-240,Factory A NM,FG,,,03-001,Product 03-001,KG,87062.0,43531.01,,,,,,,,,
,,2024-08-31,,,,,,2024-08-31,FAC-A-Unit-240,Factory A NM,FG,,,05-004,Product 05-004,KG,53286.0,26643.05,,,,,,,,,
,,2024-08-31,,,,,,2024-08-31,FAC-A-Unit-240,Factory A NM,FG,,,08-009,Product 08-009,KG,91431.0,45715.33,,,,,,,,,
,,2024-08-31,,,,,,2024-08-31,FAC-B-Unit-251,Factory B NM,FG,,,08-015,Product 08-015,KG,47687.0,23843.59,,,,,,,,,
,,2024-08-31,,,,,,2024-08-31,FAC-B-Unit-251,Factory B NM,FG,,,05-008,Product 05-008,KG,97500.0,48750.12,,,,,,,,,
,,2024-08-31,,,,,,2024-08-31,FAC-B-Unit-251,Factory B NM,FG,,,03-004,Product 03-004,KG,88354.0,44176.77,,,,,,,,,
,,2024-08-31,,,,,,2024-08-31,FAC-B-Unit-251,Factory B NM,FG,,,05-011,Product 05-011,KG,19778.0,9888.9,,,,,,,,,
,,2024-08-31,,,,,,2024-08-31,FAC-B-Unit-251,Factory B NM,FG,,,08-014,Product 08-014,KG,72881.0,36440.52,,,,,,,,,
,,2024-08-31,,,,,,2024-08-31,FAC-C-Unit-244,Factory C NM,FG,,,08-002,Product 08-002,KG,83928.0,41964.15,,,,,,,,,
,,2024-08-31,,,,,,2024-08-31,FAC-C-Unit-244,Factory C NM,FG,,,05-015,Product 05-015,KG,90567.0,45283.7,,,,,,,,,
,,2024-08-31,,,,,,2024-08-31,FAC-C-Unit-244,Factory C NM,FG,,,02-009,Product 02-009,KG,54823.0,27411.4,,,,,,,,,
,,2024-08-31,,,,,,2024-08-31,FAC-C-Unit-244,Factory C NM,FG,,,04-012,Product 04-012,KG,5100.0,2550.15,,,,,,,,,
,,2024-08-31,,,,,,2024-08-31,FAC-C-Unit-244,Factory C NM,FG,,,02-013,Product 02-013,KG,92843.0,46421.7,,,,,,,,,
,,2024-08-31,,,,,,2024-08-31,FAC-D-Unit-252,Factory D NM,FG,,,04-013,Product 04-013,KG,76933.0,38466.72,,,,,,,,,
,,2024-08-31,,,,,,2024-08-31,FAC-D-Unit-252,Factory D NM,FG,,,07-011,Product 07-011,KG,64492.0,32246.09,,,,,,,,,
,,2024-08-31,,,,,,2024-08-31,FAC-D-Unit-252,Factory D NM,FG,,,03-002,Product 03-002,KG,95876.0,47937.89,,,,,,,,,
